Semana,cansaco,dor atras dos olhos,dor de cabeca,dor nas articulacoes,dor muscular
2006-05-14,0,0,0,0,0
2006-05-21,0,0,0,0,0
2006-05-28,0,0,0,0,0
2006-06-04,0,0,0,0,0
2006-06-11,0,0,0,0,0
2006-06-18,0,0,0,0,0
2006-06-25,0,0,0,0,0
2006-07-02,0,0,0,0,0
2006-07-09,0,0,0,0,0
2006-07-16,0,0,0,0,0
2006-07-23,0,0,0,0,0
2006-07-30,0,0,0,0,0
2006-08-06,0,0,0,0,0
2006-08-13,0,0,0,0,0
2006-08-20,0,0,0,0,0
2006-08-27,0,0,0,0,0
2006-09-03,0,0,0,0,0
2006-09-10,0,0,0,0,0
2006-09-17,0,0,0,0,0
2006-09-24,0,0,0,0,0
2006-10-01,0,0,0,0,0
2006-10-08,0,0,0,0,0
2006-10-15,0,0,0,0,0
2006-10-22,0,0,0,0,0
2006-10-29,0,0,0,0,0
2006-11-05,0,0,0,0,0
2006-11-12,0,0,0,0,0
2006-11-19,0,0,0,0,0
2006-11-26,0,0,0,0,0
2006-12-03,0,0,0,0,0
2006-12-10,0,0,0,0,0
2006-12-17,0,0,0,0,0
2006-12-24,0,0,0,0,0
2006-12-31,0,0,0,0,0
2007-01-07,0,0,0,0,0
2007-01-14,0,0,0,0,0
2007-01-21,0,0,0,0,0
2007-01-28,0,0,0,0,0
2007-02-04,0,0,0,0,0
2007-02-11,0,0,0,0,0
2007-02-18,0,0,0,0,0
2007-02-25,0,0,0,0,0
2007-03-04,0,0,0,0,0
2007-03-11,0,0,0,0,0
2007-03-18,0,0,0,0,0
2007-03-25,0,0,0,0,0
2007-04-01,0,0,0,0,0
2007-04-08,0,0,0,0,0
2007-04-15,0,0,0,0,0
2007-04-22,0,0,0,0,0
2007-04-29,0,0,0,0,0
2007-05-06,0,0,0,0,0
2007-05-13,0,0,0,0,0
2007-05-20,0,0,0,0,0
2007-05-27,0,0,0,0,0
2007-06-03,0,0,0,0,0
2007-06-10,0,0,0,0,0
2007-06-17,0,0,0,0,0
2007-06-24,0,0,0,0,0
2007-07-01,0,0,0,0,0
2007-07-08,0,0,0,0,0
2007-07-15,0,0,0,0,0
2007-07-22,0,0,0,0,0
2007-07-29,0,0,0,0,0
2007-08-05,0,0,0,0,0
2007-08-12,0,0,0,0,0
2007-08-19,0,0,0,0,0
2007-08-26,0,0,0,0,0
2007-09-02,0,0,0,0,0
2007-09-09,0,0,0,0,0
2007-09-16,0,0,0,0,0
2007-09-23,0,0,0,0,0
2007-09-30,0,0,0,0,0
2007-10-07,0,0,0,0,0
2007-10-14,0,0,0,0,0
2007-10-21,0,0,0,0,0
2007-10-28,0,0,0,0,0
2007-11-04,0,0,0,0,0
2007-11-11,0,0,0,0,0
2007-11-18,0,0,0,0,0
2007-11-25,0,0,0,0,0
2007-12-02,0,0,0,0,0
2007-12-09,0,0,0,0,0
2007-12-16,0,0,0,0,0
2007-12-23,0,0,0,0,0
2007-12-30,0,0,0,0,0
2008-01-06,0,0,0,0,0
2008-01-13,0,0,0,0,100
2008-01-20,0,0,0,0,0
2008-01-27,0,0,0,0,0
2008-02-03,0,0,0,0,0
2008-02-10,0,0,0,0,0
2008-02-17,0,0,0,0,0
2008-02-24,0,0,0,0,0
2008-03-02,0,0,0,0,0
2008-03-09,0,0,0,0,0
2008-03-16,0,0,0,0,0
2008-03-23,0,0,0,0,0
2008-03-30,0,0,0,0,0
2008-04-06,0,0,0,0,0
2008-04-13,0,0,0,0,0
2008-04-20,0,0,0,0,0
2008-04-27,0,0,0,0,0
2008-05-04,0,0,0,0,0
2008-05-11,0,0,0,0,0
2008-05-18,0,0,0,0,0
2008-05-25,0,0,0,0,0
2008-06-01,0,0,0,0,0
2008-06-08,0,0,0,0,0
2008-06-15,0,0,0,0,0
2008-06-22,0,0,0,0,0
2008-06-29,0,0,0,0,0
2008-07-06,0,0,0,0,0
2008-07-13,0,0,0,0,0
2008-07-20,0,0,0,0,0
2008-07-27,0,0,0,0,0
2008-08-03,0,0,0,0,0
2008-08-10,0,0,0,0,0
2008-08-17,0,0,0,0,0
2008-08-24,0,0,0,0,0
2008-08-31,0,0,0,0,0
2008-09-07,0,0,0,0,0
2008-09-14,0,0,0,0,0
2008-09-21,0,0,0,0,0
2008-09-28,0,0,0,0,0
2008-10-05,0,0,0,0,0
2008-10-12,0,0,0,0,0
2008-10-19,68,0,0,0,0
2008-10-26,0,0,0,0,0
2008-11-02,0,0,0,0,0
2008-11-09,0,0,0,0,0
2008-11-16,0,0,0,0,0
2008-11-23,0,0,0,0,0
2008-11-30,0,0,0,0,0
2008-12-07,0,0,0,0,0
2008-12-14,0,0,0,0,0
2008-12-21,0,0,0,0,0
2008-12-28,0,0,0,0,0
2009-01-04,0,0,0,0,0
2009-01-11,0,0,0,0,0
2009-01-18,0,0,0,0,0
2009-01-25,0,0,0,0,0
2009-02-01,0,0,0,0,0
2009-02-08,0,0,0,0,0
2009-02-15,0,0,0,0,0
2009-02-22,0,0,0,0,0
2009-03-01,0,0,0,0,0
2009-03-08,0,0,0,0,0
2009-03-15,0,0,0,0,0
2009-03-22,0,0,0,0,0
2009-03-29,0,0,0,0,0
2009-04-05,0,0,0,0,0
2009-04-12,0,0,0,0,0
2009-04-19,0,0,0,0,0
2009-04-26,0,0,0,0,0
2009-05-03,0,0,0,0,0
2009-05-10,0,0,0,0,0
2009-05-17,0,0,0,0,0
2009-05-24,0,0,0,0,0
2009-05-31,0,0,0,0,0
2009-06-07,0,0,0,0,0
2009-06-14,0,0,0,0,0
2009-06-21,0,0,0,0,0
2009-06-28,0,0,0,0,0
2009-07-05,0,0,0,0,0
2009-07-12,0,0,0,0,0
2009-07-19,0,0,0,0,0
2009-07-26,0,0,0,0,0
2009-08-02,0,0,0,0,0
2009-08-09,0,0,0,0,0
2009-08-16,0,0,0,0,0
2009-08-23,0,0,0,0,0
2009-08-30,0,0,0,0,0
2009-09-06,0,0,0,0,0
2009-09-13,0,0,0,0,0
2009-09-20,0,0,0,0,0
2009-09-27,0,0,0,0,0
2009-10-04,0,0,0,0,0
2009-10-11,0,0,0,0,0
2009-10-18,0,0,0,0,0
2009-10-25,0,0,0,0,0
2009-11-01,0,0,0,0,0
2009-11-08,0,0,0,0,0
2009-11-15,0,0,0,0,0
2009-11-22,0,0,0,0,0
2009-11-29,0,0,0,0,0
2009-12-06,0,0,0,0,0
2009-12-13,0,0,0,0,0
2009-12-20,0,0,0,0,0
2009-12-27,0,0,0,0,0
2010-01-03,0,0,0,0,0
2010-01-10,0,0,0,0,0
2010-01-17,0,0,0,0,0
2010-01-24,0,0,0,0,0
2010-01-31,0,0,0,0,0
2010-02-07,0,0,0,0,0
2010-02-14,0,0,0,0,0
2010-02-21,0,0,0,0,0
2010-02-28,0,0,90,0,0
2010-03-07,0,0,0,0,0
2010-03-14,0,0,0,0,0
2010-03-21,0,0,0,0,0
2010-03-28,0,0,0,0,0
2010-04-04,0,0,0,0,0
2010-04-11,0,0,0,0,0
2010-04-18,0,0,0,0,0
2010-04-25,0,0,0,0,0
2010-05-02,0,0,0,0,0
2010-05-09,0,0,0,0,0
2010-05-16,0,0,0,0,0
2010-05-23,0,0,0,0,0
2010-05-30,0,0,0,0,0
2010-06-06,0,0,0,0,0
2010-06-13,0,0,0,0,0
2010-06-20,0,0,0,0,0
2010-06-27,0,0,0,0,0
2010-07-04,0,0,0,0,0
2010-07-11,0,0,0,0,0
2010-07-18,100,0,0,0,0
2010-07-25,0,0,0,0,0
2010-08-01,0,0,0,0,0
2010-08-08,0,0,0,0,0
2010-08-15,0,0,0,0,0
2010-08-22,0,0,0,0,0
2010-08-29,0,0,0,0,0
2010-09-05,0,0,0,0,0
2010-09-12,0,0,0,0,0
2010-09-19,0,0,0,0,0
2010-09-26,0,0,0,0,0
2010-10-03,0,0,0,0,0
2010-10-10,0,0,0,0,0
2010-10-17,0,0,0,0,0
2010-10-24,0,0,0,0,0
2010-10-31,0,0,0,0,0
2010-11-07,0,0,0,0,0
2010-11-14,0,0,0,0,0
2010-11-21,0,0,0,0,0
2010-11-28,0,0,0,0,0
2010-12-05,0,0,0,0,0
2010-12-12,0,0,0,0,0
2010-12-19,0,0,0,0,0
2010-12-26,0,0,0,0,0
2011-01-02,0,0,0,0,0
2011-01-09,0,0,0,0,0
2011-01-16,0,0,0,0,10
2011-01-23,0,0,0,0,0
2011-01-30,0,0,0,0,0
2011-02-06,0,0,0,0,0
2011-02-13,0,0,0,0,0
2011-02-20,0,0,0,0,0
2011-02-27,0,0,0,0,0
2011-03-06,0,0,0,0,0
2011-03-13,10,0,0,0,0
2011-03-20,0,0,0,0,9
2011-03-27,0,0,0,0,12
2011-04-03,0,0,0,0,15
2011-04-10,0,0,0,0,17
2011-04-17,0,0,10,0,20
2011-04-24,0,0,9,0,9
2011-05-01,0,0,0,0,9
2011-05-08,0,0,0,0,27
2011-05-15,0,0,0,0,9
2011-05-22,0,0,0,0,9
2011-05-29,0,0,0,0,9
2011-06-05,0,0,0,0,9
2011-06-12,0,0,9,0,9
2011-06-19,0,0,9,0,9
2011-06-26,0,0,9,0,9
2011-07-03,0,0,9,0,9
2011-07-10,0,0,9,0,12
2011-07-17,0,0,9,0,15
2011-07-24,0,0,8,0,18
2011-07-31,0,0,8,0,8
2011-08-07,0,0,0,0,8
2011-08-14,0,0,0,0,8
2011-08-21,0,0,0,0,8
2011-08-28,0,0,0,0,16
2011-09-04,8,0,0,0,8
2011-09-11,8,0,0,0,7
2011-09-18,7,0,0,0,7
2011-09-25,7,0,0,0,7
2011-10-02,7,0,0,0,7
2011-10-09,0,0,0,0,7
2011-10-16,0,0,0,0,6
2011-10-23,0,0,0,0,6
2011-10-30,0,0,0,0,6
2011-11-06,0,0,7,0,7
2011-11-13,0,0,7,0,6
2011-11-20,0,0,7,0,6
2011-11-27,6,0,7,0,6
2011-12-04,7,0,7,0,7
2011-12-11,7,0,7,0,11
2011-12-18,7,0,8,0,15
2011-12-25,8,0,8,0,7
2012-01-01,0,0,8,0,7
2012-01-08,0,0,9,0,6
2012-01-15,0,0,6,0,6
2012-01-22,0,0,6,0,6
2012-01-29,0,0,6,0,7
2012-02-05,0,0,0,0,7
2012-02-12,0,0,0,0,6
2012-02-19,0,0,0,0,6
2012-02-26,0,0,0,0,6
2012-03-04,0,0,0,0,6
2012-03-11,0,0,6,0,6
2012-03-18,0,0,6,0,6
2012-03-25,0,0,6,0,6
2012-04-01,0,0,6,0,6
2012-04-08,0,0,7,0,6
2012-04-15,0,0,7,0,11
2012-04-22,0,0,7,0,16
2012-04-29,5,0,8,0,6
2012-05-06,7,0,0,0,6
2012-05-13,9,0,0,0,6
2012-05-20,11,0,0,0,6
2012-05-27,13,0,0,0,6
2012-06-03,0,0,0,0,6
2012-06-10,0,0,0,0,6
2012-06-17,0,0,0,0,7
2012-06-24,0,0,0,0,7
2012-07-01,0,0,0,0,7
2012-07-08,0,0,0,0,7
2012-07-15,0,0,7,0,7
2012-07-22,6,0,8,0,7
2012-07-29,7,0,10,0,7
2012-08-05,7,0,11,0,7
2012-08-12,0,0,13,0,6
2012-08-19,0,0,7,0,6
2012-08-26,0,0,7,0,6
2012-09-02,0,0,7,0,7
2012-09-09,0,0,6,0,6
2012-09-16,0,0,6,0,6
2012-09-23,0,0,6,0,6
2012-09-30,0,0,6,0,7
2012-10-07,0,0,6,0,6
2012-10-14,6,0,6,0,6
2012-10-21,6,0,6,0,6
2012-10-28,0,0,6,0,6
2012-11-04,0,0,6,0,6
2012-11-11,0,0,6,0,6
2012-11-18,0,0,6,0,6
2012-11-25,0,0,6,0,9
2012-12-02,12,0,6,0,12
2012-12-09,0,0,7,0,13
2012-12-16,0,0,7,0,14
2012-12-23,0,0,0,0,15
2012-12-30,0,0,0,0,7
2013-01-06,0,0,35,0,71
2013-01-13,34,0,51,0,68
2013-01-20,0,0,33,0,34
2013-01-27,0,0,33,0,34
2013-02-03,0,0,34,0,34
2013-02-10,0,0,33,0,38
2013-02-17,0,0,33,0,64
2013-02-24,0,0,32,0,31
2013-03-03,0,0,31,0,31
2013-03-10,32,0,31,0,31
2013-03-17,0,0,31,0,31
2013-03-24,0,0,36,0,33
2013-03-31,0,0,41,0,31
2013-04-07,0,0,46,0,93
2013-04-14,0,0,31,0,30
2013-04-21,0,0,31,0,30
2013-04-28,0,0,31,0,31
2013-05-05,0,0,31,0,31
2013-05-12,0,0,63,0,32
2013-05-19,0,0,61,0,41
2013-05-26,0,0,31,0,51
2013-06-02,0,0,30,0,61
2013-06-09,0,0,30,0,62
2013-06-16,0,0,47,0,63
2013-06-23,0,0,67,0,33
2013-06-30,0,0,56,0,50
2013-07-07,0,0,54,0,68
2013-07-14,0,0,54,0,27
2013-07-21,0,0,27,0,27
2013-07-28,0,0,26,0,27
2013-08-04,0,0,26,0,27
2013-08-11,0,0,26,0,26
2013-08-18,0,0,25,0,26
2013-08-25,0,0,25,0,26
2013-09-01,26,0,26,0,26
2013-09-08,0,0,26,0,52
2013-09-15,0,0,25,0,25
2013-09-22,0,0,24,0,25
2013-09-29,0,0,24,0,25
2013-10-06,0,0,26,0,25
2013-10-13,0,0,25,0,25
2013-10-20,0,0,25,0,25
2013-10-27,0,0,25,0,25
2013-11-03,0,0,24,0,73
2013-11-10,0,0,27,0,27
2013-11-17,0,0,26,0,26
2013-11-24,0,0,26,0,26
2013-12-01,0,0,26,0,26
2013-12-08,0,0,26,0,28
2013-12-15,0,0,26,0,30
2013-12-22,0,0,47,0,31
2013-12-29,0,0,30,0,31
2014-01-05,0,0,11,0,12
2014-01-12,0,0,8,0,12
2014-01-19,0,0,8,0,12
2014-01-26,8,0,16,0,8
2014-02-02,12,0,16,0,12
2014-02-09,8,0,23,0,15
2014-02-16,7,0,15,0,31
2014-02-23,7,0,8,0,12
2014-03-02,7,0,12,0,8
2014-03-09,7,0,14,0,18
2014-03-16,11,0,29,0,7
2014-03-23,15,0,29,0,11
2014-03-30,7,0,29,0,11
2014-04-06,7,0,22,0,7
2014-04-13,8,0,8,0,12
2014-04-20,8,0,15,0,15
2014-04-27,8,0,15,0,15
2014-05-04,7,0,15,0,11
2014-05-11,23,0,15,0,11
2014-05-18,7,0,15,0,15
2014-05-25,15,0,12,0,8
2014-06-01,16,0,16,0,8
2014-06-08,16,0,13,0,11
2014-06-15,17,0,13,0,14
2014-06-22,17,0,9,0,17
2014-06-29,0,0,30,0,8
2014-07-06,0,0,13,0,25
2014-07-13,0,0,8,0,16
2014-07-20,0,0,12,0,12
2014-07-27,0,0,15,0,15
2014-08-03,0,0,20,0,8
2014-08-10,0,0,23,0,8
2014-08-17,8,0,15,0,12
2014-08-24,15,0,12,0,15
2014-08-31,23,0,8,0,8
2014-09-07,11,0,8,0,16
2014-09-14,11,0,28,0,20
2014-09-21,11,0,12,0,19
2014-09-28,11,0,33,0,22
2014-10-05,23,0,57,0,14
2014-10-12,35,0,18,0,26
2014-10-19,17,0,18,0,17
2014-10-26,17,0,34,0,17
2014-11-02,17,0,17,0,25
2014-11-09,17,0,26,0,34
2014-11-16,17,0,35,0,17
2014-11-23,17,0,17,0,17
2014-11-30,17,0,17,0,17
2014-12-07,18,0,36,0,18
2014-12-14,18,0,18,0,18
2014-12-21,19,0,28,0,19
2014-12-28,17,0,38,0,19
2015-01-04,17,0,26,0,35
2015-01-11,17,0,17,0,33
2015-01-18,16,0,49,0,32
2015-01-25,16,0,24,0,32
2015-02-01,16,0,24,0,56
2015-02-08,16,0,32,0,18
2015-02-15,21,0,35,0,18
2015-02-22,26,0,23,0,15
2015-03-01,30,0,61,0,15
2015-03-08,15,0,30,0,15
2015-03-15,30,0,44,0,15
2015-03-22,15,0,32,0,16
2015-03-29,15,0,31,0,23
2015-04-05,20,0,37,0,22
2015-04-12,25,0,22,0,36
2015-04-19,30,0,22,0,30
2015-04-26,14,0,36,0,15
2015-05-03,14,0,51,0,14
2015-05-10,14,0,22,0,14
2015-05-17,14,0,14,0,27
2015-05-24,14,0,28,0,21
2015-05-31,21,0,42,0,24
2015-06-07,22,0,44,0,27
2015-06-14,23,0,45,0,30
2015-06-21,24,0,20,0,25
2015-06-28,24,0,50,0,25
2015-07-05,25,0,26,0,25
2015-07-12,49,0,37,0,25
2015-07-19,48,0,25,0,25
2015-07-26,48,0,48,0,56
2015-08-02,24,0,50,0,87
2015-08-09,24,0,72,0,48
2015-08-16,24,0,84,0,36
2015-08-23,24,0,48,0,72
2015-08-30,25,0,36,0,47
2015-09-06,26,0,50,0,50
2015-09-13,25,0,35,0,35
2015-09-20,25,0,48,0,23
2015-09-27,25,0,81,0,23
2015-10-04,25,0,49,0,49
2015-10-11,26,0,52,0,52
2015-10-18,25,0,76,0,25
2015-10-25,25,0,26,0,77
2015-11-01,25,0,76,0,51
2015-11-08,25,0,100,0,25
2015-11-15,25,0,50,0,25
2015-11-22,24,0,71,0,24
2015-11-29,31,0,48,0,24
2015-12-06,39,0,39,0,39
2015-12-13,46,0,54,0,27
2015-12-20,53,0,77,0,61
2015-12-27,60,0,30,0,60
2016-01-03,0,0,41,0,20
2016-01-10,0,0,61,0,20
2016-01-17,20,0,40,0,39
2016-01-24,40,0,20,0,30
2016-01-31,19,0,68,0,58
2016-02-07,22,0,77,0,44
2016-02-14,19,0,29,0,39
2016-02-21,19,0,93,0,37
2016-02-28,18,0,54,0,36
2016-03-06,25,0,18,0,18
2016-03-13,31,0,36,0,45
2016-03-20,38,0,48,0,38
2016-03-27,17,0,52,0,27
2016-04-03,17,0,53,0,27
2016-04-10,18,0,27,0,27
2016-04-17,18,0,100,0,36
2016-04-24,18,0,62,0,27
2016-05-01,21,0,63,0,36
2016-05-08,23,0,79,0,26
2016-05-15,26,0,35,0,26
2016-05-22,36,0,36,0,18
2016-05-29,16,0,32,0,47
2016-06-05,18,0,18,0,27
2016-06-12,19,0,54,0,27
2016-06-19,20,0,40,0,20
2016-06-26,18,0,70,0,26
2016-07-03,18,0,35,0,18
2016-07-10,17,0,18,0,26
2016-07-17,17,0,69,0,35
2016-07-24,17,0,69,0,70
2016-07-31,21,0,25,0,17
2016-08-07,25,0,41,0,33
2016-08-14,24,0,56,0,24
2016-08-21,31,0,55,0,23
2016-08-28,15,0,52,0,30
2016-09-04,15,0,90,0,25
2016-09-11,15,0,23,0,46
2016-09-18,15,0,31,0,46
2016-09-25,23,0,30,0,23
2016-10-02,15,0,15,0,30
2016-10-09,16,0,47,0,23
2016-10-16,14,0,29,0,29
2016-10-23,15,0,29,0,14
2016-10-30,28,0,21,0,43
2016-11-06,15,0,29,0,44
2016-11-13,15,0,38,0,23
2016-11-20,15,0,44,0,15
