Date,cansaco,dor atras dos olhos,dor de cabeca,dor nas articulacoes,dor muscular
2006-05-14,0,0,0,0,0
2006-05-21,0,0,0,0,10
2006-05-28,0,0,0,0,0
2006-06-04,0,0,0,0,0
2006-06-11,0,0,0,0,0
2006-06-18,0,0,0,0,0
2006-06-25,0,0,0,0,0
2006-07-02,0,0,0,0,0
2006-07-09,0,0,0,0,0
2006-07-16,0,0,0,0,0
2006-07-23,0,0,0,0,0
2006-07-30,0,0,0,0,0
2006-08-06,0,0,0,0,0
2006-08-13,0,0,0,0,0
2006-08-20,0,0,0,0,0
2006-08-27,0,0,0,0,0
2006-09-03,0,0,0,0,0
2006-09-10,0,0,8,0,0
2006-09-17,0,0,0,0,0
2006-09-24,0,0,0,0,0
2006-10-01,0,0,0,0,7
2006-10-08,0,0,0,0,7
2006-10-15,0,0,0,0,7
2006-10-22,0,0,0,0,7
2006-10-29,0,0,0,0,7
2006-11-05,0,0,0,0,7
2006-11-12,0,0,0,0,10
2006-11-19,0,0,0,0,13
2006-11-26,0,0,0,0,9
2006-12-03,0,0,0,0,9
2006-12-10,0,0,0,0,9
2006-12-17,0,0,0,0,9
2006-12-24,0,0,0,0,9
2006-12-31,8,0,0,0,0
2007-01-07,0,0,0,0,0
2007-01-14,0,0,0,0,0
2007-01-21,0,0,0,0,0
2007-01-28,0,0,45,0,0
2007-02-04,0,0,0,0,0
2007-02-11,0,0,0,0,0
2007-02-18,0,0,0,0,0
2007-02-25,0,0,0,0,0
2007-03-04,0,0,0,0,0
2007-03-11,0,0,39,0,0
2007-03-18,0,0,37,0,0
2007-03-25,37,0,37,0,0
2007-04-01,0,0,37,0,42
2007-04-08,0,0,37,0,37
2007-04-15,0,0,37,0,37
2007-04-22,0,0,37,0,37
2007-04-29,0,0,37,0,32
2007-05-06,0,0,32,0,32
2007-05-13,0,0,0,0,31
2007-05-20,0,0,0,0,0
2007-05-27,0,0,0,0,0
2007-06-03,0,0,0,0,0
2007-06-10,0,0,0,0,0
2007-06-17,0,0,0,0,0
2007-06-24,0,0,0,0,0
2007-07-01,0,0,0,0,0
2007-07-08,36,0,0,0,0
2007-07-15,0,0,38,0,0
2007-07-22,0,0,39,0,0
2007-07-29,0,0,37,0,38
2007-08-05,0,0,36,0,37
2007-08-12,0,0,36,0,37
2007-08-19,0,0,0,0,37
2007-08-26,0,0,0,0,37
2007-09-02,0,0,0,0,37
2007-09-09,0,0,0,0,31
2007-09-16,0,0,0,0,31
2007-09-23,0,0,0,0,31
2007-09-30,0,0,0,0,31
2007-10-07,0,0,0,0,31
2007-10-14,0,0,32,0,32
2007-10-21,0,0,33,0,33
2007-10-28,0,0,34,0,33
2007-11-04,0,0,33,0,33
2007-11-11,0,0,0,0,0
2007-11-18,0,0,0,0,0
2007-11-25,0,0,0,0,0
2007-12-02,0,0,0,0,0
2007-12-09,0,0,0,0,0
2007-12-16,0,0,0,0,0
2007-12-23,0,0,0,0,0
2007-12-30,0,0,0,0,43
2008-01-06,0,0,0,0,35
2008-01-13,0,0,0,0,35
2008-01-20,0,0,0,0,37
2008-01-27,0,0,0,0,39
2008-02-03,0,0,41,0,41
2008-02-10,0,0,0,0,30
2008-02-17,0,0,0,0,30
2008-02-24,0,0,0,0,30
2008-03-02,31,0,0,0,30
2008-03-09,30,0,0,0,30
2008-03-16,0,0,0,0,66
2008-03-23,0,0,0,0,72
2008-03-30,0,0,0,0,78
2008-04-06,0,0,0,0,83
2008-04-13,0,0,0,0,89
2008-04-20,0,0,0,0,95
2008-04-27,0,0,32,0,31
2008-05-04,0,0,0,0,31
2008-05-11,0,0,0,0,31
2008-05-18,0,0,0,0,32
2008-05-25,30,0,0,0,0
2008-06-01,0,0,0,0,0
2008-06-08,0,0,0,0,0
2008-06-15,0,0,0,0,0
2008-06-22,0,0,0,0,0
2008-06-29,0,0,0,0,0
2008-07-06,0,0,41,0,40
2008-07-13,0,0,41,0,40
2008-07-20,41,0,41,0,40
2008-07-27,0,0,36,0,40
2008-08-03,0,0,36,0,40
2008-08-10,0,0,36,0,37
2008-08-17,0,0,36,0,37
2008-08-24,0,0,37,0,37
2008-08-31,0,0,37,0,37
2008-09-07,0,0,37,0,56
2008-09-14,0,0,37,0,38
2008-09-21,0,0,37,0,38
2008-09-28,0,0,37,0,38
2008-10-05,0,0,38,0,38
2008-10-12,0,0,0,0,0
2008-10-19,0,0,0,0,0
2008-10-26,0,0,0,0,0
2008-11-02,0,0,0,0,0
2008-11-09,0,0,0,0,0
2008-11-16,0,0,0,0,0
2008-11-23,0,0,0,0,35
2008-11-30,0,0,0,0,38
2008-12-07,0,0,0,0,38
2008-12-14,0,0,0,0,38
2008-12-21,0,0,0,0,100
2008-12-28,0,0,0,0,38
2009-01-04,0,0,0,0,38
2009-01-11,38,0,0,0,38
2009-01-18,0,0,0,0,35
2009-01-25,0,0,0,0,35
2009-02-01,0,0,0,0,35
2009-02-08,0,0,0,0,0
2009-02-15,0,0,0,0,0
2009-02-22,0,0,0,0,0
2009-03-01,0,0,0,0,0
2009-03-08,0,0,0,0,0
2009-03-15,0,0,0,0,0
2009-03-22,0,0,0,0,0
2009-03-29,0,0,0,0,29
2009-04-05,0,0,0,0,30
2009-04-12,0,0,30,0,31
2009-04-19,31,0,31,0,31
2009-04-26,0,0,0,0,38
2009-05-03,0,0,0,0,44
2009-05-10,0,0,0,0,51
2009-05-17,0,0,0,0,57
2009-05-24,0,0,0,0,0
2009-05-31,0,0,0,0,0
2009-06-07,0,0,33,0,0
2009-06-14,0,0,32,0,0
2009-06-21,0,0,32,0,0
2009-06-28,0,0,32,0,0
2009-07-05,0,0,32,0,0
2009-07-12,0,0,0,0,0
2009-07-19,0,0,0,0,0
2009-07-26,0,0,0,0,0
2009-08-02,0,0,0,0,31
2009-08-09,0,0,0,0,32
2009-08-16,0,0,62,0,30
2009-08-23,0,0,0,0,30
2009-08-30,32,0,0,0,30
2009-09-06,0,0,0,0,30
2009-09-13,0,0,0,0,30
2009-09-20,0,0,0,0,32
2009-09-27,0,0,0,0,33
2009-10-04,0,0,0,0,34
2009-10-11,0,0,0,0,35
2009-10-18,0,0,0,0,33
2009-10-25,0,0,33,0,33
2009-11-01,0,0,0,0,35
2009-11-08,0,0,0,0,51
2009-11-15,0,0,0,0,68
2009-11-22,0,0,0,0,33
2009-11-29,0,0,0,0,0
2009-12-06,0,0,0,0,0
2009-12-13,0,0,0,0,0
2009-12-20,0,0,0,0,0
2009-12-27,0,0,0,0,0
2010-01-03,0,0,54,0,0
2010-01-10,0,0,50,0,54
2010-01-17,52,0,50,0,50
2010-01-24,0,0,50,0,50
2010-01-31,0,0,50,0,0
2010-02-07,0,0,50,0,0
2010-02-14,0,0,50,0,0
2010-02-21,0,0,50,0,0
2010-02-28,0,0,51,0,0
2010-03-07,0,0,51,0,49
2010-03-14,48,0,0,0,48
2010-03-21,0,0,0,0,48
2010-03-28,0,0,0,0,64
2010-04-04,0,0,0,0,81
2010-04-11,0,0,0,0,98
2010-04-18,0,0,51,0,51
2010-04-25,0,0,50,0,49
2010-05-02,0,0,50,0,50
2010-05-09,52,0,50,0,50
2010-05-16,0,0,50,0,51
2010-05-23,0,0,52,0,52
2010-05-30,0,0,54,0,54
2010-06-06,0,0,55,0,55
2010-06-13,0,0,56,0,56
2010-06-20,0,0,0,0,55
2010-06-27,0,0,0,0,55
2010-07-04,0,0,0,0,77
2010-07-11,0,0,0,0,100
2010-07-18,0,0,0,0,51
2010-07-25,0,0,51,0,51
2010-08-01,0,0,52,0,51
2010-08-08,0,0,52,0,51
2010-08-15,0,0,52,0,51
2010-08-22,0,0,53,0,49
2010-08-29,50,0,53,0,49
2010-09-05,0,0,53,0,49
2010-09-12,0,0,49,0,49
2010-09-19,0,0,49,0,49
2010-09-26,0,0,49,0,0
2010-10-03,0,0,49,0,0
2010-10-10,0,0,49,0,0
2010-10-17,0,0,49,0,0
2010-10-24,0,0,45,0,0
2010-10-31,0,0,45,0,0
2010-11-07,0,0,45,0,0
2010-11-14,0,0,45,0,99
2010-11-21,0,0,45,0,47
2010-11-28,47,0,47,0,47
2010-12-05,0,0,49,0,49
2010-12-12,0,0,52,0,49
2010-12-19,0,0,54,0,54
2010-12-26,0,0,45,0,91
2011-01-02,0,0,19,0,19
2011-01-09,0,0,18,0,18
2011-01-16,17,0,16,0,28
2011-01-23,16,0,16,0,16
2011-01-30,16,0,17,0,16
2011-02-06,16,0,16,0,16
2011-02-13,16,0,16,0,16
2011-02-20,25,0,16,0,23
2011-02-27,34,0,17,0,19
2011-03-06,19,0,15,0,19
2011-03-13,15,0,15,0,31
2011-03-20,15,0,15,0,20
2011-03-27,23,0,15,0,15
2011-04-03,31,0,15,0,23
2011-04-10,30,0,15,0,30
2011-04-17,17,0,15,0,17
2011-04-24,15,0,15,0,22
2011-05-01,15,0,15,0,15
2011-05-08,15,0,20,0,15
2011-05-15,15,0,14,0,24
2011-05-22,15,0,14,0,29
2011-05-29,15,0,29,0,22
2011-06-05,15,0,15,0,22
2011-06-12,15,0,15,0,15
2011-06-19,14,0,18,0,18
2011-06-26,14,0,14,0,28
2011-07-03,14,0,27,0,41
2011-07-10,13,0,34,0,13
2011-07-17,13,0,32,0,13
2011-07-24,13,0,13,0,19
2011-07-31,12,0,12,0,17
2011-08-07,12,0,12,0,25
2011-08-14,15,0,12,0,18
2011-08-21,18,0,12,0,36
2011-08-28,12,0,24,0,20
2011-09-04,13,0,25,0,30
2011-09-11,12,0,12,0,12
2011-09-18,12,0,12,0,12
2011-09-25,15,0,12,0,11
2011-10-02,17,0,11,0,17
2011-10-09,20,0,18,0,23
2011-10-16,23,0,24,0,12
2011-10-23,12,0,20,0,12
2011-10-30,14,0,18,0,18
2011-11-06,17,0,12,0,18
2011-11-13,20,0,26,0,13
2011-11-20,22,0,13,0,24
2011-11-27,25,0,13,0,12
2011-12-04,13,0,26,0,25
2011-12-11,13,0,21,0,14
2011-12-18,14,0,21,0,14
2011-12-25,12,0,47,0,14
2012-01-01,12,0,14,0,14
2012-01-08,12,0,25,0,38
2012-01-15,12,0,12,0,12
2012-01-22,12,0,11,0,20
2012-01-29,11,0,11,0,12
2012-02-05,11,0,11,0,15
2012-02-12,12,0,37,0,18
2012-02-19,14,0,14,0,14
2012-02-26,11,0,11,0,22
2012-03-04,11,0,22,0,23
2012-03-11,11,0,45,0,11
2012-03-18,11,0,11,0,23
2012-03-25,11,0,17,0,26
2012-04-01,11,0,13,0,21
2012-04-08,12,0,11,0,23
2012-04-15,11,0,16,0,18
2012-04-22,11,0,11,0,11
2012-04-29,12,0,20,0,30
2012-05-06,11,0,11,0,15
2012-05-13,11,0,11,0,11
2012-05-20,11,0,26,0,17
2012-05-27,11,0,28,0,11
2012-06-03,12,0,12,0,12
2012-06-10,11,0,18,0,15
2012-06-17,12,0,12,0,23
2012-06-24,12,0,12,0,23
2012-07-01,11,0,56,0,28
2012-07-08,12,0,16,0,25
2012-07-15,13,0,27,0,11
2012-07-22,14,0,38,0,21
2012-07-29,15,0,11,0,16
2012-08-05,16,0,27,0,44
2012-08-12,11,0,16,0,31
2012-08-19,10,0,18,0,21
2012-08-26,11,0,21,0,10
2012-09-02,12,0,33,0,34
2012-09-09,11,0,21,0,14
2012-09-16,21,0,14,0,10
2012-09-23,10,0,10,0,10
2012-09-30,10,0,17,0,35
2012-10-07,10,0,24,0,26
2012-10-14,10,0,24,0,19
2012-10-21,15,0,20,0,13
2012-10-28,10,0,40,0,24
2012-11-04,10,0,20,0,17
2012-11-11,10,0,10,0,10
2012-11-18,10,0,19,0,10
2012-11-25,10,0,23,0,10
2012-12-02,10,0,10,0,17
2012-12-09,10,0,10,0,17
2012-12-16,11,0,16,0,21
2012-12-23,12,0,25,0,12
2012-12-30,12,0,16,0,12
2013-01-06,0,0,42,0,14
2013-01-13,0,0,84,0,35
2013-01-20,0,0,35,0,14
2013-01-27,0,0,27,0,14
2013-02-03,14,0,29,0,14
2013-02-10,16,0,24,0,24
2013-02-17,39,0,13,0,19
2013-02-24,12,0,38,0,25
2013-03-03,12,0,18,0,12
2013-03-10,36,0,66,0,36
2013-03-17,12,0,29,0,23
2013-03-24,12,0,32,0,38
2013-03-31,12,0,35,0,29
2013-04-07,11,0,46,0,46
2013-04-14,11,0,34,0,45
2013-04-21,11,0,45,0,11
2013-04-28,11,0,29,0,34
2013-05-05,11,0,17,0,11
2013-05-12,11,0,38,0,55
2013-05-19,11,0,32,0,21
2013-05-26,11,0,22,0,11
2013-06-02,11,0,27,0,27
2013-06-09,11,0,44,0,11
2013-06-16,12,0,41,0,18
2013-06-23,13,0,25,0,25
2013-06-30,34,0,28,0,11
2013-07-07,11,0,32,0,21
2013-07-14,16,0,58,0,21
2013-07-21,21,0,10,0,26
2013-07-28,21,0,32,0,21
2013-08-04,21,0,16,0,26
2013-08-11,21,0,31,0,10
2013-08-18,11,0,26,0,26
2013-08-25,11,0,32,0,43
2013-09-01,22,0,38,0,33
2013-09-08,10,0,26,0,16
2013-09-15,10,0,20,0,26
2013-09-22,10,0,20,0,20
2013-09-29,10,0,31,0,36
2013-10-06,21,0,21,0,10
2013-10-13,31,0,51,0,15
2013-10-20,31,0,41,0,20
2013-10-27,31,0,21,0,10
2013-11-03,10,0,10,0,35
2013-11-10,11,0,32,0,21
2013-11-17,10,0,35,0,25
2013-11-24,10,0,24,0,30
2013-12-01,10,0,30,0,15
2013-12-08,10,0,15,0,29
2013-12-15,20,0,20,0,10
2013-12-22,12,0,37,0,36
2013-12-29,12,0,24,0,24
2014-01-05,20,0,25,0,15
2014-01-12,10,0,26,0,31
2014-01-19,10,0,62,0,21
2014-01-26,10,0,35,0,31
2014-02-02,10,0,15,0,10
2014-02-09,19,0,10,0,34
2014-02-16,15,0,26,0,10
2014-02-23,10,0,16,0,37
2014-03-02,12,0,58,0,17
2014-03-09,20,0,29,0,10
2014-03-16,14,0,72,0,68
2014-03-23,14,0,71,0,19
2014-03-30,10,0,14,0,24
2014-04-06,25,0,39,0,20
2014-04-13,21,0,10,0,16
2014-04-20,41,0,56,0,26
2014-04-27,30,0,15,0,30
2014-05-04,15,0,55,0,15
2014-05-11,20,0,20,0,54
2014-05-18,20,0,39,0,20
2014-05-25,10,0,30,0,20
2014-06-01,11,0,38,0,38
2014-06-08,12,0,41,0,18
2014-06-15,12,0,67,0,36
2014-06-22,13,0,39,0,13
2014-06-29,45,0,51,0,11
2014-07-06,20,0,75,0,11
2014-07-13,20,0,40,0,30
2014-07-20,20,0,45,0,55
2014-07-27,19,0,29,0,19
2014-08-03,11,0,43,0,37
2014-08-10,10,0,75,0,20
2014-08-17,10,0,30,0,20
2014-08-24,30,0,35,0,30
2014-08-31,10,0,39,0,39
2014-09-07,15,0,20,0,25
2014-09-14,10,0,44,0,49
2014-09-21,19,0,38,0,48
2014-09-28,10,0,29,0,38
2014-10-05,24,0,14,0,19
2014-10-12,20,0,44,0,29
2014-10-19,10,0,34,0,29
2014-10-26,14,0,48,0,14
2014-11-02,19,0,48,0,19
2014-11-09,19,0,63,0,15
2014-11-16,39,0,29,0,49
2014-11-23,9,0,52,0,38
2014-11-30,10,0,83,0,20
2014-12-07,20,0,60,0,20
2014-12-14,26,0,26,0,31
2014-12-21,12,0,61,0,43
2014-12-28,12,0,50,0,50
2015-01-04,19,0,87,0,68
2015-01-11,14,0,57,0,24
2015-01-18,28,0,75,0,28
2015-01-25,19,0,56,0,24
2015-02-01,10,0,48,0,34
2015-02-08,25,0,25,0,25
2015-02-15,11,0,95,0,11
2015-02-22,19,0,61,0,52
2015-03-01,9,0,52,0,28
2015-03-08,24,0,52,0,38
2015-03-15,33,0,23,0,28
2015-03-22,20,0,50,0,50
2015-03-29,20,0,95,0,25
2015-04-05,9,0,55,0,14
2015-04-12,14,0,60,0,28
2015-04-19,24,0,90,0,48
2015-04-26,9,0,61,0,19
2015-05-03,9,0,51,0,42
2015-05-10,14,0,60,0,28
2015-05-17,14,0,54,0,45
2015-05-24,9,0,55,0,37
2015-05-31,10,0,57,0,38
2015-06-07,10,0,81,0,34
2015-06-14,20,0,69,0,25
2015-06-21,11,0,22,0,43
2015-06-28,18,0,65,0,51
2015-07-05,9,0,54,0,36
2015-07-12,9,0,49,0,27
2015-07-19,18,0,87,0,77
2015-07-26,27,0,75,0,18
2015-08-02,9,0,65,0,28
2015-08-09,9,0,73,0,36
2015-08-16,18,0,57,0,44
2015-08-23,22,0,76,0,31
2015-08-30,9,0,77,0,14
2015-09-06,24,0,81,0,33
2015-09-13,26,0,84,0,26
2015-09-20,18,0,45,0,40
2015-09-27,14,0,97,0,22
2015-10-04,14,0,65,0,47
2015-10-11,24,0,42,0,42
2015-10-18,13,0,43,0,21
2015-10-25,30,0,94,0,17
2015-11-01,9,0,54,0,36
2015-11-08,9,0,81,0,30
2015-11-15,17,0,73,0,47
2015-11-22,16,0,54,0,25
2015-11-29,13,0,100,0,39
2015-12-06,23,0,78,0,37
2015-12-13,28,0,55,0,37
2015-12-20,30,0,60,0,27
2015-12-27,33,0,71,0,22
2016-01-03,7,0,51,0,30
2016-01-10,27,0,50,0,37
2016-01-17,16,0,94,0,26
2016-01-24,7,0,69,0,36
2016-01-31,10,0,69,0,30
2016-02-07,15,0,84,0,26
2016-02-14,6,0,61,0,19
2016-02-21,21,0,54,0,33
2016-02-28,30,0,78,0,21
2016-03-06,24,0,83,0,21
2016-03-13,9,0,68,0,24
2016-03-20,16,0,52,0,13
2016-03-27,21,0,100,0,32
2016-04-03,18,0,88,0,26
2016-04-10,32,0,56,0,24
2016-04-17,12,0,73,0,36
2016-04-24,9,0,81,0,26
2016-05-01,6,0,57,0,21
2016-05-08,15,0,98,0,36
2016-05-15,6,0,52,0,29
2016-05-22,18,0,63,0,30
2016-05-29,22,0,45,0,39
2016-06-05,14,0,72,0,17
2016-06-12,18,0,68,0,12
2016-06-19,7,0,45,0,21
2016-06-26,20,0,62,0,29
2016-07-03,28,0,74,0,14
2016-07-10,11,0,57,0,40
2016-07-17,22,0,89,0,39
2016-07-24,20,0,73,0,34
2016-07-31,19,0,68,0,33
2016-08-07,20,0,81,0,53
2016-08-14,22,0,56,0,61
2016-08-21,22,0,69,0,22
2016-08-28,8,0,72,0,17
2016-09-04,21,0,62,0,30
2016-09-11,11,0,78,0,17
2016-09-18,17,0,80,0,23
2016-09-25,12,0,41,0,38
2016-10-02,11,0,59,0,36
2016-10-09,14,0,95,0,35
2016-10-16,22,0,68,0,24
2016-10-23,22,0,82,0,38
2016-10-30,17,0,80,0,47
