Date,febre,manchas vermelhas pelo corpo,moleza,nausea,perda de paladar e apetite
2006-05-21,0,0,0,0,0
2006-05-28,0,0,0,0,0
2006-06-04,0,0,0,0,0
2006-06-11,0,0,0,0,0
2006-06-18,0,0,0,0,0
2006-06-25,0,0,0,0,0
2006-07-02,0,0,0,0,0
2006-07-09,0,0,0,0,0
2006-07-16,75,0,0,0,0
2006-07-23,56,0,0,0,0
2006-07-30,56,0,0,0,0
2006-08-06,56,0,0,0,0
2006-08-13,56,0,0,0,0
2006-08-20,0,0,0,0,0
2006-08-27,0,0,0,0,0
2006-09-03,0,0,0,0,0
2006-09-10,0,0,0,0,0
2006-09-17,0,0,0,0,0
2006-09-24,0,0,0,0,0
2006-10-01,0,0,0,0,0
2006-10-08,0,0,0,0,0
2006-10-15,0,0,0,0,0
2006-10-22,0,0,0,0,0
2006-10-29,0,0,0,0,0
2006-11-05,0,0,0,0,0
2006-11-12,0,0,0,0,0
2006-11-19,0,0,0,0,0
2006-11-26,0,0,0,0,0
2006-12-03,0,0,0,0,0
2006-12-10,0,0,0,0,0
2006-12-17,0,0,0,0,0
2006-12-24,0,0,0,0,0
2006-12-31,0,0,0,0,0
2007-01-07,0,0,0,0,0
2007-01-14,0,0,0,0,0
2007-01-21,0,0,0,0,0
2007-01-28,0,0,0,0,0
2007-02-04,0,0,0,0,0
2007-02-11,0,0,0,0,0
2007-02-18,0,0,0,0,0
2007-02-25,0,0,0,0,0
2007-03-04,0,0,0,0,0
2007-03-11,53,0,0,0,0
2007-03-18,76,0,0,0,0
2007-03-25,100,0,0,0,0
2007-04-01,75,0,0,0,0
2007-04-08,0,0,0,0,0
2007-04-15,0,0,0,0,0
2007-04-22,0,0,0,0,0
2007-04-29,0,0,0,0,0
2007-05-06,0,0,0,0,0
2007-05-13,0,0,0,0,0
2007-05-20,0,0,0,0,0
2007-05-27,0,0,0,0,0
2007-06-03,0,0,0,0,0
2007-06-10,0,0,0,0,0
2007-06-17,0,0,0,0,0
2007-06-24,0,0,0,0,0
2007-07-01,0,0,0,0,0
2007-07-08,0,0,0,0,0
2007-07-15,49,0,0,0,0
2007-07-22,37,0,0,0,0
2007-07-29,37,0,0,0,0
2007-08-05,37,0,0,0,0
2007-08-12,37,0,0,0,0
2007-08-19,0,0,0,0,0
2007-08-26,0,0,0,0,0
2007-09-02,0,0,0,0,0
2007-09-09,0,0,0,0,0
2007-09-16,0,0,0,0,0
2007-09-23,0,0,0,0,0
2007-09-30,0,0,0,0,0
2007-10-07,0,0,0,0,0
2007-10-14,0,0,0,0,0
2007-10-21,0,0,0,0,0
2007-10-28,0,0,0,0,0
2007-11-04,0,0,0,0,0
2007-11-11,0,0,0,0,0
2007-11-18,0,0,0,0,0
2007-11-25,30,0,0,0,0
2007-12-02,0,0,0,0,0
2007-12-09,0,0,0,0,0
2007-12-16,0,0,0,0,0
2007-12-23,0,0,0,0,0
2007-12-30,0,0,0,0,0
2008-01-06,0,0,0,0,0
2008-01-13,0,0,0,0,0
2008-01-20,48,0,0,0,0
2008-01-27,41,0,0,0,0
2008-02-03,41,0,0,0,0
2008-02-10,41,0,0,0,0
2008-02-17,40,0,0,0,0
2008-02-24,40,0,0,0,0
2008-03-02,40,0,0,0,0
2008-03-09,40,0,0,0,0
2008-03-16,33,0,0,0,0
2008-03-23,33,0,0,0,0
2008-03-30,33,0,0,0,0
2008-04-06,36,0,0,0,0
2008-04-13,39,0,0,0,0
2008-04-20,42,0,0,0,0
2008-04-27,0,0,0,0,0
2008-05-04,0,0,0,0,0
2008-05-11,0,0,0,0,0
2008-05-18,0,0,0,0,0
2008-05-25,0,0,0,0,0
2008-06-01,0,0,0,0,0
2008-06-08,0,0,0,0,0
2008-06-15,0,0,0,0,0
2008-06-22,0,0,0,0,0
2008-06-29,0,0,0,0,0
2008-07-06,0,0,0,0,0
2008-07-13,0,0,0,0,0
2008-07-20,0,0,0,0,0
2008-07-27,0,0,0,0,0
2008-08-03,0,0,0,0,0
2008-08-10,0,0,0,0,0
2008-08-17,0,0,0,0,0
2008-08-24,0,0,0,0,0
2008-08-31,0,0,0,0,0
2008-09-07,0,0,0,0,0
2008-09-14,0,0,0,0,0
2008-09-21,0,0,0,0,0
2008-09-28,0,0,0,0,0
2008-10-05,0,0,0,0,0
2008-10-12,31,0,0,0,0
2008-10-19,29,0,0,0,0
2008-10-26,0,0,0,0,0
2008-11-02,0,0,0,0,0
2008-11-09,0,0,0,0,0
2008-11-16,0,0,0,0,0
2008-11-23,0,0,0,0,0
2008-11-30,0,0,0,0,0
2008-12-07,0,0,0,0,0
2008-12-14,42,0,0,0,0
2008-12-21,0,0,0,0,0
2008-12-28,0,0,0,0,0
2009-01-04,0,0,0,0,0
2009-01-11,0,0,0,0,0
2009-01-18,0,0,0,0,0
2009-01-25,0,0,0,0,0
2009-02-01,0,0,0,0,0
2009-02-08,0,0,0,0,0
2009-02-15,0,0,0,0,0
2009-02-22,0,0,0,0,0
2009-03-01,0,0,0,0,0
2009-03-08,0,0,0,0,0
2009-03-15,0,0,0,0,0
2009-03-22,0,0,0,0,0
2009-03-29,0,0,0,0,0
2009-04-05,0,0,0,0,0
2009-04-12,34,0,0,0,0
2009-04-19,28,0,0,0,0
2009-04-26,28,0,0,0,0
2009-05-03,28,0,0,0,0
2009-05-10,28,0,0,0,0
2009-05-17,28,0,0,0,0
2009-05-24,30,0,0,0,0
2009-05-31,0,0,0,0,0
2009-06-07,0,0,0,0,0
2009-06-14,0,0,0,0,0
2009-06-21,0,0,0,0,0
2009-06-28,0,0,0,0,0
2009-07-05,0,0,0,0,0
2009-07-12,0,0,0,0,0
2009-07-19,0,0,0,0,0
2009-07-26,0,0,0,0,0
2009-08-02,0,0,0,0,0
2009-08-09,26,0,0,0,0
2009-08-16,26,0,0,0,0
2009-08-23,26,0,0,0,0
2009-08-30,26,0,0,0,0
2009-09-06,31,0,0,0,0
2009-09-13,30,0,0,0,0
2009-09-20,0,0,0,0,0
2009-09-27,0,0,0,0,0
2009-10-04,0,0,0,0,0
2009-10-11,0,0,0,0,0
2009-10-18,0,0,0,0,0
2009-10-25,0,0,0,0,0
2009-11-01,0,0,0,0,0
2009-11-08,0,0,0,0,0
2009-11-15,33,0,0,0,0
2009-11-22,0,0,0,0,0
2009-11-29,0,0,0,0,0
2009-12-06,0,0,0,0,0
2009-12-13,0,0,0,0,0
2009-12-20,0,0,0,0,0
2009-12-27,0,0,0,0,0
2010-01-03,0,0,0,0,0
2010-01-10,0,0,0,0,0
2010-01-17,0,0,0,0,0
2010-01-24,0,0,0,0,0
2010-01-31,0,0,0,0,0
2010-02-07,0,0,0,0,0
2010-02-14,0,0,0,0,0
2010-02-21,70,0,0,0,0
2010-02-28,0,0,0,0,0
2010-03-07,0,0,0,0,0
2010-03-14,0,0,0,0,0
2010-03-21,0,0,0,0,0
2010-03-28,0,0,0,0,0
2010-04-04,0,0,0,0,0
2010-04-11,0,0,0,0,0
2010-04-18,0,0,0,0,0
2010-04-25,0,0,0,0,0
2010-05-02,0,0,0,0,0
2010-05-09,0,0,0,0,0
2010-05-16,0,0,0,0,0
2010-05-23,0,0,0,0,0
2010-05-30,0,0,0,0,0
2010-06-06,0,0,0,0,0
2010-06-13,0,0,0,0,0
2010-06-20,0,0,0,0,0
2010-06-27,0,0,0,0,0
2010-07-04,0,0,0,0,0
2010-07-11,0,0,0,0,0
2010-07-18,0,0,0,0,0
2010-07-25,0,0,0,0,0
2010-08-01,67,0,0,0,0
2010-08-08,62,0,0,0,0
2010-08-15,62,0,0,0,0
2010-08-22,62,0,0,0,0
2010-08-29,62,0,0,0,0
2010-09-05,0,0,0,0,0
2010-09-12,0,0,0,0,0
2010-09-19,0,0,0,0,0
2010-09-26,0,0,0,0,0
2010-10-03,0,0,0,0,0
2010-10-10,0,0,0,0,0
2010-10-17,0,0,0,0,0
2010-10-24,0,0,0,0,0
2010-10-31,0,0,0,0,0
2010-11-07,0,0,0,0,0
2010-11-14,100,0,0,0,0
2010-11-21,0,0,0,0,0
2010-11-28,0,0,0,0,0
2010-12-05,0,0,0,0,0
2010-12-12,0,0,0,0,0
2010-12-19,0,0,0,0,0
2010-12-26,0,0,0,0,0
2011-01-02,0,0,0,0,0
2011-01-09,0,0,0,0,0
2011-01-16,21,0,0,0,0
2011-01-23,0,0,0,0,0
2011-01-30,0,0,0,0,0
2011-02-06,0,0,0,0,0
2011-02-13,0,0,0,0,0
2011-02-20,0,0,0,0,0
2011-02-27,0,0,0,0,0
2011-03-06,0,0,0,0,0
2011-03-13,0,0,0,0,0
2011-03-20,17,0,0,0,0
2011-03-27,17,0,0,0,0
2011-04-03,17,0,0,0,0
2011-04-10,18,0,0,0,0
2011-04-17,35,0,0,0,0
2011-04-24,0,0,0,0,0
2011-05-01,0,0,0,0,0
2011-05-08,0,0,0,0,0
2011-05-15,0,0,0,0,0
2011-05-22,0,0,0,0,0
2011-05-29,0,0,0,0,0
2011-06-05,0,0,0,0,0
2011-06-12,0,0,0,0,0
2011-06-19,0,0,0,0,0
2011-06-26,16,0,0,0,0
2011-07-03,15,0,0,0,0
2011-07-10,15,0,0,0,0
2011-07-17,15,0,0,0,0
2011-07-24,15,0,0,0,0
2011-07-31,0,0,0,0,0
2011-08-07,0,0,0,0,0
2011-08-14,0,0,0,0,0
2011-08-21,0,0,0,0,0
2011-08-28,0,0,0,0,0
2011-09-04,0,0,0,0,0
2011-09-11,0,0,0,0,0
2011-09-18,15,0,0,0,0
2011-09-25,15,0,0,0,0
2011-10-02,15,0,0,0,0
2011-10-09,15,0,0,0,0
2011-10-16,13,0,0,0,0
2011-10-23,13,0,0,0,0
2011-10-30,13,0,0,0,0
2011-11-06,14,0,0,0,0
2011-11-13,21,0,0,0,0
2011-11-20,28,0,0,0,0
2011-11-27,14,0,0,0,0
2011-12-04,14,0,0,0,0
2011-12-11,14,0,0,0,0
2011-12-18,0,0,0,0,0
2011-12-25,0,0,0,0,0
2012-01-01,0,0,0,0,0
2012-01-08,0,0,0,0,0
2012-01-15,0,0,0,0,0
2012-01-22,0,0,0,0,0
2012-01-29,12,0,0,0,0
2012-02-05,11,0,0,0,0
2012-02-12,11,0,0,0,0
2012-02-19,11,0,0,0,0
2012-02-26,11,0,0,0,0
2012-03-04,11,0,0,0,0
2012-03-11,10,0,0,0,0
2012-03-18,10,0,0,0,0
2012-03-25,10,0,0,0,0
2012-04-01,12,0,0,0,0
2012-04-08,16,0,0,0,0
2012-04-15,21,0,0,0,0
2012-04-22,20,0,0,0,0
2012-04-29,10,0,0,0,0
2012-05-06,10,0,0,0,0
2012-05-13,8,0,0,0,0
2012-05-20,8,0,0,0,0
2012-05-27,7,0,0,0,0
2012-06-03,8,0,0,0,0
2012-06-10,9,0,0,0,0
2012-06-17,17,0,0,0,0
2012-06-24,9,0,0,0,0
2012-07-01,9,0,0,0,0
2012-07-08,0,0,0,0,0
2012-07-15,0,0,0,0,0
2012-07-22,0,0,0,0,0
2012-07-29,0,0,0,0,0
2012-08-05,0,0,0,0,0
2012-08-12,0,0,0,0,0
2012-08-19,9,0,0,0,0
2012-08-26,9,0,0,0,0
2012-09-02,9,0,0,0,0
2012-09-09,9,0,0,0,0
2012-09-16,9,0,0,0,0
2012-09-23,9,0,0,0,0
2012-09-30,9,0,0,0,0
2012-10-07,5,0,0,0,0
2012-10-14,5,0,0,0,0
2012-10-21,5,0,0,0,0
2012-10-28,9,0,0,0,0
2012-11-04,8,0,0,0,0
2012-11-11,8,0,0,0,0
2012-11-18,8,0,0,0,0
2012-11-25,38,0,0,0,0
2012-12-02,7,0,0,0,0
2012-12-09,8,0,0,0,0
2012-12-16,8,0,0,0,0
2012-12-23,9,0,0,0,0
2012-12-30,9,0,0,0,0
2013-01-06,41,0,0,0,0
2013-01-13,19,0,0,0,0
2013-01-20,18,0,0,0,0
2013-01-27,18,0,0,0,0
2013-02-03,18,0,0,0,0
2013-02-10,25,0,0,0,0
2013-02-17,47,0,0,0,0
2013-02-24,25,0,0,0,0
2013-03-03,25,0,0,0,0
2013-03-10,24,0,0,0,0
2013-03-17,23,0,0,0,0
2013-03-24,26,0,0,0,0
2013-03-31,49,0,0,0,0
2013-04-07,24,0,0,0,0
2013-04-14,15,0,0,0,0
2013-04-21,14,0,0,0,0
2013-04-28,21,0,0,0,0
2013-05-05,48,0,0,0,0
2013-05-12,45,0,0,0,0
2013-05-19,43,0,0,0,0
2013-05-26,45,0,0,0,0
2013-06-02,34,0,0,0,0
2013-06-09,21,0,0,0,0
2013-06-16,22,0,0,0,0
2013-06-23,22,0,0,0,0
2013-06-30,15,0,0,0,0
2013-07-07,15,0,0,0,0
2013-07-14,31,0,0,0,0
2013-07-21,29,0,0,0,0
2013-07-28,15,0,0,0,0
2013-08-04,27,0,0,0,0
2013-08-11,13,0,0,0,0
2013-08-18,26,0,0,0,0
2013-08-25,13,0,0,0,0
2013-09-01,14,0,0,0,0
2013-09-08,26,0,0,0,0
2013-09-15,26,0,0,0,0
2013-09-22,26,0,0,0,0
2013-09-29,27,0,0,0,0
2013-10-06,28,0,0,0,0
2013-10-13,29,0,0,0,0
2013-10-20,13,0,0,0,0
2013-10-27,40,0,0,0,0
2013-11-03,13,0,0,0,0
2013-11-10,13,0,0,0,0
2013-11-17,13,0,0,0,0
2013-11-24,13,0,0,0,0
2013-12-01,27,0,0,0,0
2013-12-08,17,0,0,0,0
2013-12-15,17,0,0,0,0
2013-12-22,43,0,0,0,0
2013-12-29,21,0,0,0,0
2014-01-05,16,0,0,0,0
2014-01-12,33,0,0,0,0
2014-01-19,17,0,0,0,0
2014-01-26,15,0,0,0,0
2014-02-02,16,0,0,0,0
2014-02-09,29,0,0,0,0
2014-02-16,37,0,0,0,0
2014-02-23,18,0,0,0,0
2014-03-02,42,0,0,0,0
2014-03-09,48,0,0,0,0
2014-03-16,54,0,0,0,0
2014-03-23,18,0,0,0,0
2014-03-30,53,0,0,0,0
2014-04-06,34,0,0,0,0
2014-04-13,56,0,0,0,0
2014-04-20,18,0,0,0,0
2014-04-27,18,0,0,0,0
2014-05-04,21,0,0,0,0
2014-05-11,37,0,0,0,0
2014-05-18,37,0,0,0,0
2014-05-25,25,0,0,0,0
2014-06-01,26,0,0,0,0
2014-06-08,15,0,0,0,0
2014-06-15,81,0,0,0,0
2014-06-22,31,0,0,0,0
2014-06-29,34,0,0,0,0
2014-07-06,37,0,0,0,0
2014-07-13,17,0,0,0,0
2014-07-20,17,0,0,0,0
2014-07-27,34,0,0,0,0
2014-08-03,50,0,0,0,0
2014-08-10,67,0,0,0,0
2014-08-17,35,0,0,0,0
2014-08-24,36,0,0,0,0
2014-08-31,44,0,0,0,0
2014-09-07,35,0,0,0,0
2014-09-14,46,0,0,0,0
2014-09-21,71,0,0,0,0
2014-09-28,35,0,0,0,0
2014-10-05,18,0,0,0,0
2014-10-12,27,0,0,0,0
2014-10-19,37,0,0,0,0
2014-10-26,27,0,0,0,0
2014-11-02,36,0,0,0,0
2014-11-09,36,0,0,0,0
2014-11-16,18,0,0,0,0
2014-11-23,18,0,0,0,0
2014-11-30,28,0,0,0,0
2014-12-07,20,0,0,0,0
2014-12-14,20,0,0,0,0
2014-12-21,33,0,0,0,0
2014-12-28,46,0,0,0,0
2015-01-04,18,0,0,0,0
2015-01-11,18,0,0,0,0
2015-01-18,18,0,0,0,0
2015-01-25,17,0,0,0,0
2015-02-01,17,0,0,0,0
2015-02-08,23,0,0,0,0
2015-02-15,30,0,0,0,0
2015-02-22,52,0,0,0,0
2015-03-01,33,0,0,0,0
2015-03-08,16,0,0,0,0
2015-03-15,24,0,0,0,0
2015-03-22,18,0,0,0,0
2015-03-29,42,0,0,0,0
2015-04-05,48,0,0,0,0
2015-04-12,24,0,0,0,0
2015-04-19,100,0,0,0,0
2015-04-26,49,0,0,0,0
2015-05-03,34,0,0,0,0
2015-05-10,51,0,0,0,0
2015-05-17,48,0,0,0,0
2015-05-24,64,0,0,0,0
2015-05-31,35,0,0,0,0
2015-06-07,92,0,0,0,0
2015-06-14,17,0,0,0,0
2015-06-21,36,0,0,0,0
2015-06-28,35,0,0,0,0
2015-07-05,45,0,0,0,0
2015-07-12,37,0,0,0,0
2015-07-19,30,0,0,0,0
2015-07-26,35,0,0,0,0
2015-08-02,22,0,0,0,0
2015-08-09,41,0,0,0,0
2015-08-16,41,0,0,0,0
2015-08-23,14,0,0,0,0
2015-08-30,21,0,0,0,0
2015-09-06,87,0,0,0,0
2015-09-13,28,0,0,0,0
2015-09-20,41,0,0,0,0
2015-09-27,14,0,0,0,0
2015-10-04,29,0,0,0,0
2015-10-11,14,0,0,0,0
2015-10-18,12,0,0,0,0
2015-10-25,33,0,0,0,0
2015-11-01,13,0,0,0,0
2015-11-08,20,0,0,0,0
2015-11-15,26,0,0,0,0
2015-11-22,36,0,0,0,0
2015-11-29,49,0,0,0,0
2015-12-06,28,0,0,0,0
2015-12-13,14,0,0,0,0
2015-12-20,34,0,0,0,0
2015-12-27,17,0,0,0,0
2016-01-03,21,0,0,0,0
2016-01-10,100,0,0,0,0
2016-01-17,60,0,0,0,0
2016-01-24,59,0,0,0,0
2016-01-31,36,0,0,0,0
2016-02-07,21,0,0,0,0
2016-02-14,74,0,0,0,0
2016-02-21,36,0,0,0,0
2016-02-28,43,0,0,0,0
2016-03-06,18,0,0,0,0
2016-03-13,18,0,0,0,0
2016-03-20,68,0,0,0,0
2016-03-27,54,0,0,0,0
2016-04-03,27,0,0,0,0
2016-04-10,36,0,0,0,0
2016-04-17,74,0,0,0,0
2016-04-24,81,0,0,0,0
2016-05-01,39,0,0,0,0
2016-05-08,68,0,0,0,0
2016-05-15,45,0,0,0,0
2016-05-22,29,0,0,0,0
2016-05-29,53,0,0,0,0
2016-06-05,36,0,0,0,0
2016-06-12,35,0,0,0,0
2016-06-19,17,0,0,0,0
2016-06-26,46,0,0,0,0
2016-07-03,38,0,0,0,0
2016-07-10,65,0,0,0,0
2016-07-17,18,0,0,0,0
2016-07-24,72,0,0,0,0
2016-07-31,18,0,0,0,0
2016-08-07,72,0,0,0,0
2016-08-14,36,0,0,0,0
2016-08-21,44,0,0,0,0
2016-08-28,35,0,0,0,0
2016-09-04,53,0,0,0,0
2016-09-11,71,0,0,0,0
2016-09-18,71,0,0,0,0
2016-09-25,53,0,0,0,0
2016-10-02,27,0,0,0,0
2016-10-09,37,0,0,0,0
2016-10-16,17,0,0,0,0
2016-10-23,43,0,0,0,0
2016-10-30,17,0,0,0,0
