Semana,febre,manchas vermelhas pelo corpo,moleza,nausea,perda de paladar e apetite
2006-05-14,0,0,0,0,0
2006-05-21,0,0,0,0,0
2006-05-28,0,0,0,0,0
2006-06-04,0,0,0,0,0
2006-06-11,0,0,0,0,0
2006-06-18,0,0,0,0,0
2006-06-25,0,0,0,0,0
2006-07-02,0,0,0,0,0
2006-07-09,0,0,0,0,0
2006-07-16,0,0,0,0,0
2006-07-23,0,0,0,0,0
2006-07-30,0,0,0,0,0
2006-08-06,0,0,0,0,0
2006-08-13,0,0,0,0,0
2006-08-20,0,0,0,0,0
2006-08-27,0,0,0,0,0
2006-09-03,0,0,0,0,0
2006-09-10,0,0,0,0,0
2006-09-17,0,0,0,0,0
2006-09-24,0,0,0,0,0
2006-10-01,0,0,0,0,0
2006-10-08,0,0,0,0,0
2006-10-15,0,0,0,0,0
2006-10-22,0,0,0,0,0
2006-10-29,0,0,0,0,0
2006-11-05,0,0,0,0,0
2006-11-12,0,0,0,0,0
2006-11-19,0,0,0,0,0
2006-11-26,0,0,0,0,0
2006-12-03,0,0,48,0,0
2006-12-10,0,0,0,0,0
2006-12-17,0,0,0,0,0
2006-12-24,0,0,0,0,0
2006-12-31,0,0,0,0,0
2007-01-07,51,0,0,0,0
2007-01-14,52,0,52,0,0
2007-01-21,52,0,53,0,0
2007-01-28,48,0,54,0,0
2007-02-04,52,0,55,0,0
2007-02-11,55,0,56,0,0
2007-02-18,59,0,57,0,0
2007-02-25,43,0,39,0,0
2007-03-04,41,0,39,0,0
2007-03-11,40,0,39,0,0
2007-03-18,40,0,39,0,0
2007-03-25,37,0,40,0,0
2007-04-01,42,0,40,0,0
2007-04-08,32,0,38,0,0
2007-04-15,32,0,63,0,0
2007-04-22,32,0,28,0,0
2007-04-29,36,0,28,0,0
2007-05-06,28,0,28,0,0
2007-05-13,28,0,28,0,0
2007-05-20,28,0,27,0,0
2007-05-27,29,0,26,0,0
2007-06-03,30,0,31,0,0
2007-06-10,31,0,59,0,0
2007-06-17,33,0,32,0,0
2007-06-24,32,0,30,0,0
2007-07-01,48,0,31,0,0
2007-07-08,64,0,33,0,0
2007-07-15,61,0,32,0,0
2007-07-22,29,0,30,29,0
2007-07-29,30,0,30,0,0
2007-08-05,59,0,28,0,0
2007-08-12,27,0,28,0,0
2007-08-19,26,0,29,0,0
2007-08-26,26,0,31,0,0
2007-09-02,26,0,32,0,0
2007-09-09,26,0,27,0,0
2007-09-16,28,0,56,0,0
2007-09-23,28,0,65,0,0
2007-09-30,28,0,29,0,0
2007-10-07,28,0,29,0,0
2007-10-14,28,0,27,0,0
2007-10-21,28,0,27,0,0
2007-10-28,27,0,27,0,0
2007-11-04,27,0,32,0,0
2007-11-11,25,0,38,0,0
2007-11-18,29,0,25,0,0
2007-11-25,33,0,24,0,0
2007-12-02,25,0,26,0,0
2007-12-09,29,0,55,0,0
2007-12-16,32,0,0,0,0
2007-12-23,35,0,0,0,0
2007-12-30,37,0,0,0,0
2008-01-06,48,0,0,0,0
2008-01-13,100,0,0,0,0
2008-01-20,61,0,0,0,0
2008-01-27,42,0,0,0,0
2008-02-03,27,0,0,0,0
2008-02-10,27,0,0,0,0
2008-02-17,26,0,25,0,0
2008-02-24,28,0,34,0,0
2008-03-02,31,0,23,0,0
2008-03-09,48,0,25,0,0
2008-03-16,39,0,27,0,0
2008-03-23,33,0,33,0,0
2008-03-30,34,0,45,0,0
2008-04-06,23,0,22,0,0
2008-04-13,31,0,22,0,0
2008-04-20,38,0,25,0,0
2008-04-27,36,0,27,0,0
2008-05-04,36,0,23,0,0
2008-05-11,23,0,23,0,0
2008-05-18,54,0,26,0,0
2008-05-25,21,0,21,0,0
2008-06-01,21,0,21,0,0
2008-06-08,22,0,22,21,0
2008-06-15,22,0,20,0,0
2008-06-22,22,0,24,0,0
2008-06-29,22,0,27,0,0
2008-07-06,45,0,30,0,0
2008-07-13,22,0,0,0,0
2008-07-20,41,0,0,0,0
2008-07-27,21,0,0,0,0
2008-08-03,21,0,0,0,0
2008-08-10,20,0,0,0,0
2008-08-17,30,0,0,0,0
2008-08-24,20,0,20,0,0
2008-08-31,21,0,20,0,0
2008-09-07,27,0,18,0,0
2008-09-14,32,0,18,0,0
2008-09-21,38,0,21,0,0
2008-09-28,37,0,24,0,0
2008-10-05,37,0,28,0,0
2008-10-12,29,0,38,0,0
2008-10-19,29,0,19,0,0
2008-10-26,39,0,16,0,0
2008-11-02,19,0,17,19,0
2008-11-09,46,0,17,0,0
2008-11-16,19,0,18,0,0
2008-11-23,33,0,18,0,0
2008-11-30,39,0,18,0,0
2008-12-07,20,0,21,0,0
2008-12-14,19,0,23,0,0
2008-12-21,19,0,26,0,0
2008-12-28,19,0,0,0,0
2009-01-04,19,0,0,0,0
2009-01-11,19,0,0,0,0
2009-01-18,37,0,0,0,0
2009-01-25,18,0,0,0,0
2009-02-01,18,0,0,0,0
2009-02-08,17,0,0,0,0
2009-02-15,19,0,33,0,0
2009-02-22,21,0,20,0,0
2009-03-01,24,0,16,0,0
2009-03-08,15,0,16,0,0
2009-03-15,15,0,15,0,0
2009-03-22,15,0,16,0,0
2009-03-29,27,0,16,0,0
2009-04-05,17,0,17,0,0
2009-04-12,24,0,16,0,0
2009-04-19,24,0,16,0,0
2009-04-26,25,0,16,0,0
2009-05-03,15,0,16,0,0
2009-05-10,15,0,15,0,0
2009-05-17,15,0,15,15,0
2009-05-24,15,0,0,0,0
2009-05-31,31,0,0,0,0
2009-06-07,17,0,0,0,0
2009-06-14,42,0,0,0,0
2009-06-21,14,0,0,0,0
2009-06-28,16,0,30,0,0
2009-07-05,16,0,15,0,0
2009-07-12,16,0,15,0,0
2009-07-19,19,0,15,0,0
2009-07-26,22,0,15,0,0
2009-08-02,23,0,19,15,0
2009-08-09,14,0,24,0,0
2009-08-16,24,0,29,0,0
2009-08-23,14,0,28,0,0
2009-08-30,15,0,29,0,0
2009-09-06,15,0,30,0,0
2009-09-13,14,0,20,0,0
2009-09-20,21,0,14,0,0
2009-09-27,16,0,14,0,0
2009-10-04,23,0,14,0,0
2009-10-11,16,0,14,0,0
2009-10-18,15,0,14,0,0
2009-10-25,14,0,14,0,0
2009-11-01,20,0,15,0,0
2009-11-08,28,0,14,0,0
2009-11-15,15,0,29,0,0
2009-11-22,13,0,28,0,0
2009-11-29,21,0,28,0,0
2009-12-06,15,0,0,0,0
2009-12-13,15,0,0,0,0
2009-12-20,17,0,0,0,0
2009-12-27,19,0,0,0,0
2010-01-03,35,0,34,0,0
2010-01-10,35,0,32,0,0
2010-01-17,33,0,32,0,0
2010-01-24,32,0,32,0,0
2010-01-31,31,0,32,0,0
2010-02-07,32,0,32,0,0
2010-02-14,36,0,36,0,0
2010-02-21,52,0,41,0,0
2010-02-28,59,0,32,0,0
2010-03-07,31,0,30,30,0
2010-03-14,30,0,29,29,0
2010-03-21,57,0,28,29,0
2010-03-28,29,0,30,29,0
2010-04-04,29,0,29,29,0
2010-04-11,30,0,39,0,0
2010-04-18,30,0,32,0,0
2010-04-25,47,0,32,0,0
2010-05-02,31,0,32,0,0
2010-05-09,31,0,31,0,0
2010-05-16,30,0,29,0,0
2010-05-23,30,0,30,0,0
2010-05-30,84,0,30,0,0
2010-06-06,62,0,30,0,0
2010-06-13,33,0,33,0,0
2010-06-20,51,0,39,0,0
2010-06-27,36,0,45,0,0
2010-07-04,32,0,51,0,0
2010-07-11,67,0,57,0,0
2010-07-18,48,0,63,0,0
2010-07-25,48,0,31,0,0
2010-08-01,33,0,33,0,0
2010-08-08,41,0,31,0,0
2010-08-15,61,0,31,0,0
2010-08-22,31,0,31,0,0
2010-08-29,30,0,32,0,0
2010-09-05,66,0,32,0,0
2010-09-12,61,0,31,0,0
2010-09-19,61,0,31,0,0
2010-09-26,59,0,30,0,0
2010-10-03,59,0,36,0,0
2010-10-10,32,0,42,0,0
2010-10-17,28,0,28,0,0
2010-10-24,58,0,49,0,0
2010-10-31,100,0,64,0,0
2010-11-07,59,0,57,0,0
2010-11-14,96,0,47,0,0
2010-11-21,58,0,84,0,0
2010-11-28,58,0,32,0,0
2010-12-05,32,0,32,0,0
2010-12-12,64,0,32,0,0
2010-12-19,76,0,31,0,0
2010-12-26,33,0,31,0,0
2011-01-02,24,0,31,0,0
2011-01-09,20,0,10,0,0
2011-01-16,25,0,9,0,0
2011-01-23,9,0,14,0,0
2011-01-30,13,0,19,0,0
2011-02-06,29,0,10,0,0
2011-02-13,12,0,18,18,0
2011-02-20,21,0,21,0,0
2011-02-27,27,0,9,0,0
2011-03-06,28,0,10,0,0
2011-03-13,34,0,20,0,0
2011-03-20,16,0,8,0,0
2011-03-27,30,0,16,0,0
2011-04-03,31,0,14,0,0
2011-04-10,31,0,16,0,0
2011-04-17,20,0,22,0,0
2011-04-24,14,0,14,0,0
2011-05-01,25,0,12,0,0
2011-05-08,24,0,28,8,0
2011-05-15,23,0,11,8,0
2011-05-22,34,0,16,8,0
2011-05-29,23,0,10,8,0
2011-06-05,19,0,8,8,0
2011-06-12,33,0,13,8,0
2011-06-19,29,0,9,9,0
2011-06-26,31,0,12,9,0
2011-07-03,26,0,9,9,0
2011-07-10,19,0,14,9,0
2011-07-17,14,0,8,9,0
2011-07-24,19,0,8,0,0
2011-07-31,28,0,7,0,0
2011-08-07,32,0,7,0,0
2011-08-14,30,0,7,0,0
2011-08-21,15,0,30,0,0
2011-08-28,17,0,12,0,0
2011-09-04,24,0,13,0,0
2011-09-11,24,0,18,0,0
2011-09-18,33,0,7,7,0
2011-09-25,14,0,9,7,0
2011-10-02,19,0,13,6,0
2011-10-09,24,0,7,6,0
2011-10-16,28,0,6,6,0
2011-10-23,33,0,10,0,0
2011-10-30,19,0,11,0,0
2011-11-06,27,0,7,0,0
2011-11-13,31,0,8,0,0
2011-11-20,30,0,8,0,0
2011-11-27,37,0,9,0,0
2011-12-04,19,0,11,0,0
2011-12-11,20,0,7,7,0
2011-12-18,19,0,7,7,0
2011-12-25,17,0,8,7,0
2012-01-01,12,0,7,7,0
2012-01-08,16,0,6,6,0
2012-01-15,17,0,6,6,0
2012-01-22,13,0,6,6,0
2012-01-29,18,0,12,7,0
2012-02-05,23,0,10,7,0
2012-02-12,16,0,10,7,0
2012-02-19,36,0,10,7,0
2012-02-26,26,0,12,7,0
2012-03-04,26,0,14,7,0
2012-03-11,41,0,7,0,0
2012-03-18,45,0,14,0,0
2012-03-25,19,0,21,0,0
2012-04-01,22,0,22,0,0
2012-04-08,28,0,21,0,0
2012-04-15,29,0,10,6,0
2012-04-22,16,0,8,5,0
2012-04-29,27,0,6,5,0
2012-05-06,27,0,8,5,0
2012-05-13,28,0,5,5,0
2012-05-20,25,0,6,4,0
2012-05-27,30,0,6,4,0
2012-06-03,25,0,4,4,0
2012-06-10,34,0,4,4,0
2012-06-17,24,0,6,8,0
2012-06-24,30,0,4,5,0
2012-07-01,26,0,6,5,0
2012-07-08,19,0,4,5,0
2012-07-15,14,0,4,4,0
2012-07-22,29,0,4,4,0
2012-07-29,25,0,4,4,0
2012-08-05,18,0,5,4,0
2012-08-12,18,0,5,4,0
2012-08-19,28,0,5,3,0
2012-08-26,20,0,2,3,0
2012-09-02,28,0,2,3,0
2012-09-09,25,0,3,3,0
2012-09-16,23,0,3,3,0
2012-09-23,20,0,5,3,0
2012-09-30,26,0,9,3,0
2012-10-07,25,0,3,3,0
2012-10-14,20,0,5,5,0
2012-10-21,19,0,8,4,0
2012-10-28,26,0,6,4,0
2012-11-04,23,0,6,3,0
2012-11-11,24,0,4,3,0
2012-11-18,19,0,3,3,0
2012-11-25,22,0,3,3,0
2012-12-02,33,0,4,3,0
2012-12-09,18,0,3,3,0
2012-12-16,22,0,4,3,0
2012-12-23,14,0,3,3,0
2012-12-30,25,0,0,0,0
2013-01-06,29,0,6,0,0
2013-01-13,40,0,4,4,0
2013-01-20,43,0,4,4,0
2013-01-27,49,0,4,6,0
2013-02-03,29,0,4,9,0
2013-02-10,36,0,4,4,0
2013-02-17,50,0,4,4,0
2013-02-24,50,0,4,8,0
2013-03-03,43,0,19,4,0
2013-03-10,45,0,6,4,0
2013-03-17,60,0,4,4,0
2013-03-24,56,0,13,4,0
2013-03-31,59,0,4,4,0
2013-04-07,68,0,7,4,0
2013-04-14,59,0,7,4,0
2013-04-21,42,0,4,4,0
2013-04-28,55,0,6,4,0
2013-05-05,47,0,9,9,0
2013-05-12,45,0,5,5,0
2013-05-19,58,0,5,5,0
2013-05-26,64,0,9,5,0
2013-06-02,40,0,5,5,0
2013-06-09,58,0,5,5,0
2013-06-16,47,0,6,6,0
2013-06-23,43,0,12,6,0
2013-06-30,47,0,16,0,0
2013-07-07,40,0,8,0,0
2013-07-14,32,0,15,0,0
2013-07-21,47,0,8,0,0
2013-07-28,37,0,8,0,0
2013-08-04,29,0,8,0,0
2013-08-11,47,0,8,0,0
2013-08-18,32,0,8,0,0
2013-08-25,36,0,7,0,0
2013-09-01,47,0,6,0,0
2013-09-08,56,0,6,6,0
2013-09-15,51,0,11,5,0
2013-09-22,59,0,15,5,0
2013-09-29,45,0,4,5,0
2013-10-06,45,0,4,5,0
2013-10-13,45,0,10,5,0
2013-10-20,49,0,4,5,0
2013-10-27,45,0,9,6,0
2013-11-03,48,0,5,4,0
2013-11-10,34,0,6,4,0
2013-11-17,37,0,8,4,0
2013-11-24,50,0,10,4,0
2013-12-01,48,0,12,4,0
2013-12-08,40,0,6,4,0
2013-12-15,30,0,6,4,0
2013-12-22,44,0,5,4,0
2013-12-29,31,0,5,5,0
2014-01-05,43,0,5,4,0
2014-01-12,41,0,6,4,0
2014-01-19,41,0,4,4,0
2014-01-26,40,0,4,4,0
2014-02-02,49,0,8,4,0
2014-02-09,38,0,5,4,0
2014-02-16,57,0,4,4,0
2014-02-23,40,0,4,4,0
2014-03-02,49,0,5,4,0
2014-03-09,43,0,8,4,0
2014-03-16,55,0,7,4,0
2014-03-23,61,0,7,4,0
2014-03-30,62,0,7,4,0
2014-04-06,79,0,4,4,0
2014-04-13,49,0,5,4,0
2014-04-20,58,0,4,4,0
2014-04-27,60,0,4,4,0
2014-05-04,70,0,8,4,0
2014-05-11,54,0,11,4,0
2014-05-18,50,0,4,4,0
2014-05-25,69,0,8,4,0
2014-06-01,61,0,8,4,0
2014-06-08,40,0,4,4,0
2014-06-15,49,0,4,4,0
2014-06-22,81,0,6,8,0
2014-06-29,55,0,9,4,0
2014-07-06,55,0,8,0,0
2014-07-13,38,0,8,0,0
2014-07-20,31,0,10,0,0
2014-07-27,76,0,11,0,0
2014-08-03,35,0,7,0,0
2014-08-10,54,0,7,0,0
2014-08-17,50,0,8,0,0
2014-08-24,83,0,15,0,0
2014-08-31,36,0,11,0,0
2014-09-07,45,0,11,15,0
2014-09-14,45,0,11,7,0
2014-09-21,63,0,7,15,0
2014-09-28,50,0,7,11,0
2014-10-05,53,0,7,11,0
2014-10-12,41,0,7,7,0
2014-10-19,62,0,7,7,0
2014-10-26,60,0,7,7,0
2014-11-02,77,0,7,7,0
2014-11-09,78,0,14,9,0
2014-11-16,44,0,10,11,0
2014-11-23,58,0,14,11,0
2014-11-30,76,0,7,7,0
2014-12-07,68,0,8,7,0
2014-12-14,39,0,8,7,0
2014-12-21,55,0,10,7,0
2014-12-28,59,0,13,7,0
2015-01-04,95,0,7,7,0
2015-01-11,66,0,9,0,0
2015-01-18,58,0,12,0,0
2015-01-25,67,0,14,0,0
2015-02-01,53,0,7,0,0
2015-02-08,57,0,8,0,0
2015-02-15,54,0,9,7,0
2015-02-22,63,0,9,8,0
2015-03-01,68,0,18,10,0
2015-03-08,66,0,6,11,0
2015-03-15,82,0,9,12,0
2015-03-22,93,0,6,10,0
2015-03-29,78,0,6,10,0
2015-04-05,83,0,10,10,0
2015-04-12,61,0,6,10,0
2015-04-19,82,0,6,10,0
2015-04-26,84,0,15,10,0
2015-05-03,43,0,6,10,0
2015-05-10,95,0,9,10,0
2015-05-17,100,0,6,6,0
2015-05-24,69,0,6,6,0
2015-05-31,76,0,7,6,0
2015-06-07,69,0,10,6,0
2015-06-14,90,0,13,13,0
2015-06-21,68,0,12,12,0
2015-06-28,43,0,12,6,0
2015-07-05,60,0,19,6,0
2015-07-12,60,0,8,6,0
2015-07-19,47,0,8,6,0
2015-07-26,82,0,12,6,0
2015-08-02,51,0,9,6,0
2015-08-09,50,0,9,6,0
2015-08-16,77,0,6,6,0
2015-08-23,61,0,6,6,0
2015-08-30,55,0,9,6,0
2015-09-06,71,0,6,6,0
2015-09-13,84,0,6,6,0
2015-09-20,64,0,6,5,0
2015-09-27,92,0,5,5,0
2015-10-04,63,0,6,9,0
2015-10-11,64,0,9,5,0
2015-10-18,71,0,11,5,0
2015-10-25,64,0,6,5,0
2015-11-01,61,0,8,5,0
2015-11-08,91,0,9,5,0
2015-11-15,71,0,6,5,0
2015-11-22,67,0,4,4,0
2015-11-29,47,0,9,0,0
2015-12-06,74,0,6,0,0
2015-12-13,82,0,6,0,0
2015-12-20,82,0,6,0,0
2015-12-27,98,0,6,0,0
2016-01-03,54,0,0,0,0
2016-01-10,55,0,0,0,0
2016-01-17,52,0,4,0,0
2016-01-24,73,0,4,0,0
2016-01-31,78,0,4,0,0
2016-02-07,59,0,4,0,0
2016-02-14,61,0,5,3,0
2016-02-21,78,0,10,3,0
2016-02-28,76,0,3,3,0
2016-03-06,77,0,7,3,0
2016-03-13,81,0,7,3,0
2016-03-20,49,0,4,3,0
2016-03-27,62,0,7,3,0
2016-04-03,62,0,3,3,0
2016-04-10,78,0,4,4,0
2016-04-17,68,0,4,6,0
2016-04-24,95,0,4,4,0
2016-05-01,100,0,4,4,0
2016-05-08,86,0,4,5,0
2016-05-15,99,0,4,6,0
2016-05-22,82,0,6,4,0
2016-05-29,67,0,6,4,0
2016-06-05,66,0,6,4,0
2016-06-12,77,0,4,8,0
2016-06-19,70,0,4,8,0
2016-06-26,51,0,4,4,0
2016-07-03,59,0,4,4,0
2016-07-10,51,0,4,4,0
2016-07-17,61,0,4,4,0
2016-07-24,25,0,4,4,0
2016-07-31,64,0,4,4,0
2016-08-07,62,0,5,4,0
2016-08-14,48,0,6,4,0
2016-08-21,38,0,6,4,0
2016-08-28,34,0,4,4,0
2016-09-04,58,0,4,4,0
2016-09-11,41,0,8,4,0
2016-09-18,38,0,4,4,0
2016-09-25,70,0,4,4,0
2016-10-02,55,0,8,4,0
2016-10-09,43,0,4,4,0
2016-10-16,37,0,10,4,0
2016-10-23,49,0,4,4,0
2016-10-30,45,0,3,3,0
2016-11-06,43,0,3,3,0
2016-11-13,59,0,4,5,0
2016-11-20,44,0,3,7,0
