Semana,cansaco,dor atras dos olhos,dor de cabeca,dor nas articulacoes,dor muscular
2006-05-14,0,0,0,0,0
2006-05-21,0,0,0,0,0
2006-05-28,0,0,0,0,0
2006-06-04,0,0,0,0,27
2006-06-11,0,0,0,0,31
2006-06-18,0,0,0,0,0
2006-06-25,0,0,0,0,0
2006-07-02,0,0,29,0,0
2006-07-09,0,0,0,0,0
2006-07-16,0,0,0,0,0
2006-07-23,0,0,0,0,0
2006-07-30,0,0,0,0,0
2006-08-06,0,0,0,0,0
2006-08-13,0,0,0,0,0
2006-08-20,0,0,0,0,24
2006-08-27,0,0,0,0,23
2006-09-03,0,0,0,0,23
2006-09-10,0,0,0,0,23
2006-09-17,0,0,0,0,22
2006-09-24,0,0,0,0,21
2006-10-01,0,0,0,0,21
2006-10-08,0,0,0,0,21
2006-10-15,0,0,0,0,21
2006-10-22,0,0,0,0,21
2006-10-29,0,0,0,0,22
2006-11-05,0,0,0,0,20
2006-11-12,0,0,0,0,20
2006-11-19,0,0,20,0,20
2006-11-26,0,0,20,0,21
2006-12-03,0,0,21,0,23
2006-12-10,0,0,22,0,25
2006-12-17,0,0,23,0,26
2006-12-24,0,0,0,0,28
2006-12-31,0,0,0,0,0
2007-01-07,0,0,0,0,58
2007-01-14,0,0,0,0,52
2007-01-21,0,0,56,0,52
2007-01-28,0,0,0,0,52
2007-02-04,0,0,0,0,52
2007-02-11,0,0,0,0,64
2007-02-18,0,0,0,0,76
2007-02-25,0,0,0,0,88
2007-03-04,0,0,0,0,100
2007-03-11,0,0,0,0,49
2007-03-18,48,0,0,0,47
2007-03-25,0,0,0,0,47
2007-04-01,0,0,56,0,46
2007-04-08,0,0,0,0,46
2007-04-15,0,0,0,0,46
2007-04-22,0,0,0,0,46
2007-04-29,0,0,0,0,41
2007-05-06,0,0,0,0,41
2007-05-13,0,0,0,0,41
2007-05-20,0,0,0,0,41
2007-05-27,0,0,0,0,80
2007-06-03,0,0,0,0,45
2007-06-10,43,0,0,0,45
2007-06-17,0,0,0,0,45
2007-06-24,0,0,0,0,45
2007-07-01,0,0,0,0,45
2007-07-08,0,0,0,0,46
2007-07-15,0,0,0,0,47
2007-07-22,0,0,0,0,47
2007-07-29,0,0,0,0,40
2007-08-05,0,0,0,0,40
2007-08-12,0,0,0,0,40
2007-08-19,40,0,39,0,40
2007-08-26,0,0,0,0,40
2007-09-02,0,0,0,0,45
2007-09-09,0,0,0,0,39
2007-09-16,0,0,0,0,40
2007-09-23,0,0,0,0,42
2007-09-30,0,0,0,0,44
2007-10-07,0,0,0,0,46
2007-10-14,0,0,0,0,40
2007-10-21,0,0,0,0,40
2007-10-28,0,0,0,0,36
2007-11-04,0,0,0,0,36
2007-11-11,0,0,0,0,36
2007-11-18,0,0,35,0,36
2007-11-25,0,0,39,0,54
2007-12-02,0,0,43,0,72
2007-12-09,0,0,48,0,38
2007-12-16,0,0,52,0,47
2007-12-23,0,0,56,0,55
2007-12-30,0,0,38,0,0
2008-01-06,0,0,38,0,0
2008-01-13,0,0,38,0,0
2008-01-20,0,0,38,0,0
2008-01-27,0,0,38,0,0
2008-02-03,0,0,46,0,0
2008-02-10,0,0,0,0,0
2008-02-17,0,0,0,0,0
2008-02-24,0,0,0,0,0
2008-03-02,0,0,0,0,0
2008-03-09,0,0,0,0,0
2008-03-16,0,0,0,0,39
2008-03-23,0,0,34,0,35
2008-03-30,34,0,0,0,34
2008-04-06,35,0,0,0,70
2008-04-13,0,0,0,0,38
2008-04-20,0,0,0,0,38
2008-04-27,0,0,0,0,38
2008-05-04,0,0,0,0,35
2008-05-11,0,0,0,0,36
2008-05-18,0,0,0,0,38
2008-05-25,0,0,0,0,34
2008-06-01,0,0,0,0,34
2008-06-08,0,0,0,0,34
2008-06-15,0,0,0,0,35
2008-06-22,0,0,0,0,36
2008-06-29,0,0,0,0,37
2008-07-06,0,0,37,0,37
2008-07-13,0,0,39,0,35
2008-07-20,0,0,35,0,35
2008-07-27,0,0,35,0,35
2008-08-03,0,0,35,0,35
2008-08-10,0,0,35,0,46
2008-08-17,34,0,34,0,56
2008-08-24,0,0,34,0,67
2008-08-31,0,0,34,0,0
2008-09-07,0,0,33,0,0
2008-09-14,0,0,33,0,0
2008-09-21,0,0,33,0,0
2008-09-28,0,0,33,0,0
2008-10-05,0,0,0,0,32
2008-10-12,0,0,0,0,49
2008-10-19,0,0,0,0,33
2008-10-26,0,0,0,0,29
2008-11-02,0,0,0,0,47
2008-11-09,0,0,0,0,65
2008-11-16,0,0,0,0,32
2008-11-23,0,0,0,0,32
2008-11-30,0,0,33,0,33
2008-12-07,0,0,0,0,34
2008-12-14,0,0,0,0,35
2008-12-21,0,0,0,0,48
2008-12-28,0,0,0,0,36
2009-01-04,0,0,0,0,36
2009-01-11,0,0,36,0,72
2009-01-18,35,0,33,0,34
2009-01-25,33,0,33,0,43
2009-02-01,33,0,34,0,53
2009-02-08,33,0,36,0,63
2009-02-15,31,0,39,0,72
2009-02-22,31,0,41,0,82
2009-03-01,31,0,32,0,32
2009-03-08,31,0,32,0,30
2009-03-15,31,0,31,0,30
2009-03-22,0,0,0,0,30
2009-03-29,0,0,0,0,30
2009-04-05,0,0,0,0,34
2009-04-12,0,0,0,0,32
2009-04-19,0,0,0,0,32
2009-04-26,0,0,0,0,32
2009-05-03,0,0,0,0,30
2009-05-10,0,0,0,0,30
2009-05-17,0,0,0,0,30
2009-05-24,0,0,29,0,29
2009-05-31,0,0,30,0,30
2009-06-07,0,0,32,0,29
2009-06-14,0,0,30,0,29
2009-06-21,0,0,30,0,29
2009-06-28,0,0,30,0,30
2009-07-05,31,0,31,0,30
2009-07-12,0,0,32,0,31
2009-07-19,0,0,0,0,32
2009-07-26,0,0,0,0,46
2009-08-02,0,0,0,0,30
2009-08-09,0,0,0,0,58
2009-08-16,0,0,0,0,29
2009-08-23,0,0,28,0,29
2009-08-30,0,0,30,0,28
2009-09-06,0,0,31,0,29
2009-09-13,0,0,28,0,29
2009-09-20,0,0,58,0,29
2009-09-27,0,0,32,0,31
2009-10-04,0,0,32,0,32
2009-10-11,34,0,32,0,34
2009-10-18,0,0,32,0,32
2009-10-25,0,0,30,0,32
2009-11-01,0,0,30,0,31
2009-11-08,0,0,30,0,31
2009-11-15,0,0,30,0,31
2009-11-22,0,0,0,0,31
2009-11-29,0,0,0,0,32
2009-12-06,0,0,0,0,32
2009-12-13,0,0,0,0,36
2009-12-20,0,0,0,0,39
2009-12-27,0,0,0,0,43
2010-01-03,0,0,0,0,0
2010-01-10,0,0,0,0,0
2010-01-17,0,0,0,0,49
2010-01-24,0,0,0,0,45
2010-01-31,0,0,0,0,91
2010-02-07,0,0,0,0,47
2010-02-14,0,0,0,0,56
2010-02-21,0,0,0,0,46
2010-02-28,0,0,0,0,44
2010-03-07,44,0,0,0,44
2010-03-14,0,0,0,0,66
2010-03-21,0,0,44,0,88
2010-03-28,0,0,0,0,45
2010-04-04,0,0,0,0,45
2010-04-11,0,0,0,0,45
2010-04-18,0,0,0,0,45
2010-04-25,0,0,0,0,45
2010-05-02,0,0,0,0,46
2010-05-09,0,0,0,0,47
2010-05-16,0,0,47,0,65
2010-05-23,0,0,46,0,82
2010-05-30,0,0,46,0,100
2010-06-06,0,0,47,0,47
2010-06-13,0,0,47,0,47
2010-06-20,0,0,47,0,47
2010-06-27,0,0,63,0,47
2010-07-04,0,0,79,0,47
2010-07-11,0,0,94,0,71
2010-07-18,0,0,48,0,48
2010-07-25,0,0,47,0,46
2010-08-01,0,0,47,0,46
2010-08-08,0,0,45,0,45
2010-08-15,0,0,43,0,0
2010-08-22,0,0,43,0,0
2010-08-29,0,0,43,0,0
2010-09-05,0,0,0,0,0
2010-09-12,0,0,0,0,0
2010-09-19,0,0,0,0,0
2010-09-26,42,0,0,0,83
2010-10-03,0,0,0,0,83
2010-10-10,0,0,0,0,83
2010-10-17,0,0,42,0,83
2010-10-24,0,0,0,0,41
2010-10-31,0,0,0,0,44
2010-11-07,0,0,0,0,50
2010-11-14,0,0,0,0,56
2010-11-21,41,0,0,0,61
2010-11-28,0,0,0,0,43
2010-12-05,0,0,0,0,66
2010-12-12,0,0,0,0,45
2010-12-19,0,0,0,0,54
2010-12-26,0,0,50,0,36
2011-01-02,18,0,16,0,36
2011-01-09,17,0,16,0,34
2011-01-16,17,0,16,0,49
2011-01-23,0,0,16,0,16
2011-01-30,0,0,16,0,24
2011-02-06,0,0,16,0,16
2011-02-13,0,0,16,0,47
2011-02-20,0,0,31,0,31
2011-02-27,0,0,15,0,32
2011-03-06,0,0,15,0,37
2011-03-13,15,0,15,0,30
2011-03-20,15,0,15,0,22
2011-03-27,15,0,15,0,22
2011-04-03,15,0,15,0,41
2011-04-10,15,0,15,0,60
2011-04-17,0,0,18,0,74
2011-04-24,0,0,15,0,15
2011-05-01,0,0,23,0,23
2011-05-08,0,0,30,0,45
2011-05-15,0,0,15,0,59
2011-05-22,0,0,14,0,37
2011-05-29,0,0,14,0,44
2011-06-05,15,0,15,0,29
2011-06-12,14,0,15,0,28
2011-06-19,14,0,15,0,30
2011-06-26,14,0,14,0,28
2011-07-03,0,0,22,0,14
2011-07-10,0,0,30,0,52
2011-07-17,0,0,30,0,37
2011-07-24,0,0,30,0,15
2011-07-31,0,0,13,0,14
2011-08-07,0,0,13,0,40
2011-08-14,0,0,13,0,27
2011-08-21,0,0,13,0,40
2011-08-28,13,0,13,0,33
2011-09-04,12,0,14,0,14
2011-09-11,12,0,13,0,51
2011-09-18,12,0,12,0,12
2011-09-25,0,0,12,0,12
2011-10-02,0,0,24,0,24
2011-10-09,0,0,12,0,19
2011-10-16,0,0,12,0,37
2011-10-23,0,0,12,0,31
2011-10-30,0,0,26,0,51
2011-11-06,0,0,36,0,48
2011-11-13,0,0,25,0,19
2011-11-20,11,0,12,0,11
2011-11-27,0,0,12,0,24
2011-12-04,0,0,12,0,12
2011-12-11,0,0,12,0,12
2011-12-18,0,0,13,0,13
2011-12-25,0,0,14,0,43
2012-01-01,26,0,13,0,26
2012-01-08,12,0,30,0,18
2012-01-15,12,0,12,0,11
2012-01-22,12,0,23,0,23
2012-01-29,12,0,12,0,18
2012-02-05,12,0,24,0,48
2012-02-12,12,0,12,0,19
2012-02-19,28,0,42,0,14
2012-02-26,12,0,35,0,29
2012-03-04,23,0,11,0,29
2012-03-11,23,0,11,0,23
2012-03-18,12,0,22,0,50
2012-03-25,12,0,28,0,17
2012-04-01,12,0,12,0,25
2012-04-08,11,0,28,0,28
2012-04-15,0,0,11,0,33
2012-04-22,0,0,11,0,27
2012-04-29,0,0,11,0,51
2012-05-06,0,0,26,0,42
2012-05-13,0,0,21,0,43
2012-05-20,0,0,21,0,21
2012-05-27,0,0,41,0,15
2012-06-03,0,0,23,0,17
2012-06-10,0,0,10,0,31
2012-06-17,21,0,10,0,10
2012-06-24,11,0,16,0,37
2012-07-01,11,0,11,0,22
2012-07-08,11,0,16,0,27
2012-07-15,16,0,22,0,54
2012-07-22,21,0,32,0,11
2012-07-29,21,0,31,0,21
2012-08-05,21,0,16,0,21
2012-08-12,21,0,21,0,10
2012-08-19,10,0,21,0,36
2012-08-26,10,0,21,0,10
2012-09-02,10,0,17,0,11
2012-09-09,10,0,16,0,21
2012-09-16,10,0,31,0,37
2012-09-23,11,0,11,0,27
2012-09-30,16,0,43,0,32
2012-10-07,16,0,22,0,22
2012-10-14,10,0,20,0,20
2012-10-21,10,0,25,0,40
2012-10-28,10,0,16,0,37
2012-11-04,10,0,30,0,25
2012-11-11,11,0,16,0,33
2012-11-18,10,0,10,0,44
2012-11-25,10,0,30,0,35
2012-12-02,10,0,20,0,30
2012-12-09,10,0,20,0,40
2012-12-16,16,0,21,0,27
2012-12-23,13,0,13,0,40
2012-12-30,13,0,39,0,19

2013-09-29,6,0,27,0,30
2013-10-06,6,0,16,0,26
2013-10-13,6,0,19,0,28
2013-10-20,6,0,16,0,22
2013-10-27,8,0,19,0,29
2013-11-03,9,0,16,0,19
2013-11-10,7,0,20,0,20
2013-11-17,9,0,16,0,16
2013-11-24,13,0,13,0,26
2013-12-01,14,0,16,0,16
2013-12-08,16,0,32,0,16
2013-12-15,17,0,16,0,33
2013-12-22,19,0,42,0,21
2013-12-29,20,0,100,0,20
2014-01-05,15,0,39,0,24
2014-01-12,15,0,46,0,23
2014-01-19,15,0,15,0,23
2014-01-26,15,0,22,0,44
2014-02-02,15,0,30,0,38
2014-02-09,14,0,21,0,14
2014-02-16,14,0,27,0,14
2014-02-23,14,0,42,0,14
2014-03-02,15,0,38,0,31
2014-03-09,14,0,55,0,21
2014-03-16,14,0,27,0,47
2014-03-23,18,0,14,0,42
2014-03-30,23,0,28,0,21
2014-04-06,27,0,14,0,14
2014-04-13,15,0,23,0,30
2014-04-20,14,0,14,0,42
2014-04-27,14,0,27,0,26
2014-05-04,13,0,59,0,26
2014-05-11,13,0,33,0,39
2014-05-18,13,0,13,0,34
2014-05-25,14,0,15,0,15
2014-06-01,15,0,36,0,44
2014-06-08,15,0,53,0,31
2014-06-15,15,0,49,0,33
2014-06-22,16,0,29,0,15
2014-06-29,16,0,29,0,29
2014-07-06,17,0,20,0,34
2014-07-13,17,0,17,0,34
2014-07-20,23,0,11,0,23
2014-07-27,22,0,65,0,11
2014-08-03,12,0,41,0,29
2014-08-10,21,0,43,0,32
2014-08-17,16,0,16,0,42
2014-08-24,16,0,36,0,36
2014-08-31,16,0,16,0,27
2014-09-07,16,0,37,0,42
2014-09-14,21,0,31,0,21
2014-09-21,15,0,46,0,36
2014-09-28,10,0,26,0,15
2014-10-05,20,0,45,0,20
2014-10-12,10,0,31,0,20
2014-10-19,10,0,36,0,21
2014-10-26,10,0,44,0,34
2014-11-02,10,0,15,0,20
2014-11-09,13,0,26,0,26
2014-11-16,16,0,31,0,52
2014-11-23,10,0,30,0,20
2014-11-30,10,0,61,0,15
2014-12-07,11,0,32,0,16
2014-12-14,11,0,34,0,34
2014-12-21,12,0,53,0,25
2014-12-28,13,0,57,0,25
2015-01-04,10,0,37,0,26
2015-01-11,10,0,30,0,20
2015-01-18,20,0,31,0,15
2015-01-25,31,0,41,0,46
2015-02-01,20,0,36,0,56
2015-02-08,11,0,27,0,27
2015-02-15,10,0,40,0,34
2015-02-22,10,0,72,0,41
2015-03-01,20,0,35,0,50
2015-03-08,10,0,70,0,20
2015-03-15,10,0,30,0,20
2015-03-22,11,0,73,0,34
2015-03-29,11,0,43,0,11
2015-04-05,10,0,54,0,30
2015-04-12,10,0,60,0,20
2015-04-19,21,0,68,0,21
2015-04-26,10,0,93,0,41
2015-05-03,20,0,51,0,10
2015-05-10,25,0,30,0,20
2015-05-17,30,0,64,0,39
2015-05-24,10,0,30,0,40
2015-05-31,16,0,64,0,32
2015-06-07,20,0,25,0,20
2015-06-14,10,0,75,0,50
2015-06-21,19,0,28,0,23
2015-06-28,9,0,67,0,14
2015-07-05,9,0,46,0,18
2015-07-12,9,0,48,0,31
2015-07-19,14,0,82,0,23
2015-07-26,9,0,34,0,26
2015-08-02,30,0,47,0,25
2015-08-09,12,0,53,0,37
2015-08-16,8,0,44,0,16
2015-08-23,8,0,37,0,33
2015-08-30,8,0,75,0,21
2015-09-06,17,0,56,0,22
2015-09-13,8,0,73,0,24
2015-09-20,10,0,37,0,24
2015-09-27,12,0,56,0,36
2015-10-04,8,0,59,0,34
2015-10-11,9,0,49,0,36
2015-10-18,17,0,47,0,34
2015-10-25,17,0,43,0,26
2015-11-01,10,0,48,0,34
2015-11-08,19,0,86,0,38
2015-11-15,18,0,27,0,13
2015-11-22,12,0,46,0,27
2015-11-29,16,0,28,0,36
2015-12-06,8,0,57,0,33
2015-12-13,9,0,55,0,17
2015-12-20,15,0,88,0,24
2015-12-27,9,0,38,0,10
2016-01-03,15,0,56,0,41
2016-01-10,7,0,41,0,19
2016-01-17,11,0,68,0,30
2016-01-24,15,0,71,0,33
2016-01-31,8,0,65,0,25
2016-02-07,8,0,67,0,28
2016-02-14,7,0,66,0,24
2016-02-21,17,0,70,0,30
2016-02-28,10,0,80,0,20
2016-03-06,7,0,62,0,13
2016-03-13,6,0,66,0,20
2016-03-20,15,0,77,0,33
2016-03-27,14,0,100,0,41
2016-04-03,7,0,74,0,54
2016-04-10,13,0,80,0,35
2016-04-17,18,0,47,0,29
2016-04-24,15,0,57,0,30
2016-05-01,8,0,72,0,38
2016-05-08,8,0,57,0,50
2016-05-15,7,0,54,0,18
2016-05-22,8,0,83,0,27
2016-05-29,7,0,70,0,25
2016-06-05,11,0,65,0,38
2016-06-12,13,0,26,0,42
2016-06-19,14,0,80,0,15
2016-06-26,11,0,73,0,25
2016-07-03,19,0,57,0,42
2016-07-10,11,0,71,0,41
2016-07-17,7,0,63,0,11
2016-07-24,7,0,60,0,28
2016-07-31,7,0,62,0,21
2016-08-07,11,0,64,0,25
2016-08-14,7,0,58,0,25
2016-08-21,11,0,84,0,33
2016-08-28,7,0,69,0,24
2016-09-04,14,0,69,0,36
2016-09-11,14,0,58,0,27
2016-09-18,7,0,60,0,21
2016-09-25,7,0,68,0,32
2016-10-02,7,0,65,0,7
2016-10-09,8,0,50,0,27
2016-10-16,18,0,64,0,21
2016-10-23,7,0,62,0,21
2016-10-30,20,0,63,0,43
2016-11-06,21,0,66,0,31
2016-11-13,7,0,48,0,22
2016-11-20,7,0,87,0,25
