Date,falta de apetite,machas rosadas no tronco
2006-12-17,0.0,0.0
2006-12-24,0.0,0.0
2006-12-31,0.0,0.0
2007-01-07,0.0,0.0
2007-01-14,0.0,0.0
2007-01-21,0.0,0.0
2007-01-28,0.0,0.0
2007-02-04,0.0,0.0
2007-02-11,0.0,0.0
2007-02-18,0.0,0.0
2007-02-25,0.0,0.0
2007-03-04,0.0,0.0
2007-03-11,0.0,0.0
2007-03-18,0.0,0.0
2007-03-25,0.0,0.0
2007-04-01,0.0,0.0
2007-04-08,0.0,0.0
2007-04-15,65.0,0.0
2007-04-22,0.0,0.0
2007-04-29,0.0,0.0
2007-05-06,0.0,0.0
2007-05-13,0.0,0.0
2007-05-20,0.0,0.0
2007-05-27,0.0,0.0
2007-06-03,0.0,0.0
2007-06-10,0.0,0.0
2007-06-17,0.0,0.0
2007-06-24,0.0,0.0
2007-07-01,0.0,0.0
2007-07-08,0.0,0.0
2007-07-15,0.0,0.0
2007-07-22,68.0,0.0
2007-07-29,0.0,0.0
2007-08-05,0.0,0.0
2007-08-12,0.0,0.0
2007-08-19,0.0,0.0
2007-08-26,0.0,0.0
2007-09-02,0.0,0.0
2007-09-09,0.0,0.0
2007-09-16,0.0,0.0
2007-09-23,57.0,0.0
2007-09-30,0.0,0.0
2007-10-07,0.0,0.0
2007-10-14,0.0,0.0
2007-10-21,0.0,0.0
2007-10-28,0.0,0.0
2007-11-04,0.0,0.0
2007-11-11,0.0,0.0
2007-11-18,54.0,0.0
2007-11-25,55.0,0.0
2007-12-02,55.0,0.0
2007-12-09,0.0,0.0
2007-12-16,0.0,0.0
2007-12-23,0.0,0.0
2007-12-30,0.0,0.0
2008-01-06,0.0,0.0
2008-01-13,0.0,0.0
2008-01-20,0.0,0.0
2008-01-27,0.0,0.0
2008-02-03,0.0,0.0
2008-02-10,0.0,0.0
2008-02-17,0.0,0.0
2008-02-24,0.0,0.0
2008-03-02,0.0,0.0
2008-03-09,0.0,0.0
2008-03-16,0.0,0.0
2008-03-23,0.0,0.0
2008-03-30,0.0,0.0
2008-04-06,51.0,0.0
2008-04-13,100.0,0.0
2008-04-20,0.0,0.0
2008-04-27,0.0,0.0
2008-05-04,0.0,0.0
2008-05-11,0.0,0.0
2008-05-18,0.0,0.0
2008-05-25,0.0,0.0
2008-06-01,0.0,0.0
2008-06-08,0.0,0.0
2008-06-15,0.0,0.0
2008-06-22,0.0,0.0
2008-06-29,55.0,0.0
2008-07-06,56.0,0.0
2008-07-13,0.0,0.0
2008-07-20,0.0,0.0
2008-07-27,0.0,0.0
2008-08-03,0.0,0.0
2008-08-10,0.0,0.0
2008-08-17,0.0,0.0
2008-08-24,0.0,0.0
2008-08-31,0.0,0.0
2008-09-07,0.0,0.0
2008-09-14,0.0,0.0
2008-09-21,0.0,0.0
2008-09-28,0.0,0.0
2008-10-05,0.0,0.0
2008-10-12,0.0,0.0
2008-10-19,0.0,0.0
2008-10-26,0.0,0.0
2008-11-02,0.0,0.0
2008-11-09,0.0,0.0
2008-11-16,0.0,0.0
2008-11-23,0.0,0.0
2008-11-30,0.0,0.0
2008-12-07,0.0,0.0
2008-12-14,0.0,0.0
2008-12-21,0.0,0.0
2008-12-28,0.0,0.0
2009-01-04,0.0,0.0
2009-01-11,51.0,0.0
2009-01-18,0.0,0.0
2009-01-25,0.0,0.0
2009-02-01,0.0,0.0
2009-02-08,0.0,0.0
2009-02-15,0.0,0.0
2009-02-22,0.0,0.0
2009-03-01,0.0,0.0
2009-03-08,0.0,0.0
2009-03-15,0.0,0.0
2009-03-22,0.0,0.0
2009-03-29,0.0,0.0
2009-04-05,47.0,0.0
2009-04-12,55.0,0.0
2009-04-19,62.0,0.0
2009-04-26,70.0,0.0
2009-05-03,78.0,0.0
2009-05-10,85.0,0.0
2009-05-17,0.0,0.0
2009-05-24,0.0,0.0
2009-05-31,0.0,0.0
2009-06-07,0.0,0.0
2009-06-14,0.0,0.0
2009-06-21,0.0,0.0
2009-06-28,0.0,0.0
2009-07-05,0.0,0.0
2009-07-12,45.0,0.0
2009-07-19,43.0,0.0
2009-07-26,43.0,0.0
2009-08-02,56.0,0.0
2009-08-09,69.0,0.0
2009-08-16,82.0,0.0
2009-08-23,45.0,0.0
2009-08-30,45.0,0.0
2009-09-06,45.0,0.0
2009-09-13,43.0,0.0
2009-09-20,43.0,0.0
2009-09-27,43.0,0.0
2009-10-04,45.0,0.0
2009-10-11,48.0,0.0
2009-10-18,45.0,0.0
2009-10-25,45.0,0.0
2009-11-01,45.0,0.0
2009-11-08,45.0,0.0
2009-11-15,0.0,0.0
2009-11-22,0.0,0.0
2009-11-29,0.0,0.0
2009-12-06,0.0,0.0
2009-12-13,0.0,0.0
2009-12-20,61.0,0.0
2009-12-27,0.0,0.0
2010-01-03,0.0,0.0
2010-01-10,0.0,0.0
2010-01-17,54.0,0.0
2010-01-24,0.0,0.0
2010-01-31,0.0,0.0
2010-02-07,0.0,0.0
2010-02-14,0.0,0.0
2010-02-21,0.0,0.0
2010-02-28,0.0,0.0
2010-03-07,0.0,0.0
2010-03-14,0.0,0.0
2010-03-21,0.0,0.0
2010-03-28,0.0,0.0
2010-04-04,0.0,0.0
2010-04-11,0.0,0.0
2010-04-18,0.0,0.0
2010-04-25,100.0,0.0
2010-05-02,49.0,0.0
2010-05-09,49.0,0.0
2010-05-16,49.0,0.0
2010-05-23,49.0,0.0
2010-05-30,50.0,0.0
2010-06-06,51.0,0.0
2010-06-13,52.0,0.0
2010-06-20,53.0,0.0
2010-06-27,55.0,0.0
2010-07-04,50.0,0.0
2010-07-11,50.0,0.0
2010-07-18,50.0,0.0
2010-07-25,50.0,0.0
2010-08-01,48.0,0.0
2010-08-08,48.0,0.0
2010-08-15,48.0,0.0
2010-08-22,48.0,0.0
2010-08-29,48.0,0.0
2010-09-05,0.0,0.0
2010-09-12,0.0,0.0
2010-09-19,0.0,0.0
2010-09-26,0.0,0.0
2010-10-03,0.0,0.0
2010-10-10,52.0,0.0
2010-10-17,51.0,0.0
2010-10-24,51.0,0.0
2010-10-31,51.0,0.0
2010-11-07,50.0,0.0
2010-11-14,50.0,0.0
2010-11-21,50.0,0.0
2010-11-28,50.0,0.0
2010-12-05,50.0,0.0
2010-12-12,57.0,0.0
2010-12-19,63.0,0.0
2010-12-26,24.0,0.0
2011-01-02,24.0,0.0
2011-01-09,12.0,0.0
2011-01-16,12.0,0.0
2011-01-23,12.0,0.0
2011-01-30,12.0,0.0
2011-02-06,24.0,0.0
2011-02-13,36.0,0.0
2011-02-20,12.0,0.0
2011-02-27,23.0,0.0
2011-03-06,21.0,0.0
2011-03-13,21.0,0.0
2011-03-20,21.0,0.0
2011-03-27,21.0,0.0
2011-04-03,21.0,0.0
2011-04-10,11.0,0.0
2011-04-17,14.0,0.0
2011-04-24,18.0,0.0
2011-05-01,21.0,0.0
2011-05-08,10.0,0.0
2011-05-15,10.0,0.0
2011-05-22,10.0,0.0
2011-05-29,10.0,0.0
2011-06-05,20.0,0.0
2011-06-12,20.0,0.0
2011-06-19,10.0,0.0
2011-06-26,20.0,0.0
2011-07-03,9.0,0.0
2011-07-10,9.0,0.0
2011-07-17,9.0,0.0
2011-07-24,9.0,0.0
2011-07-31,9.0,0.0
2011-08-07,9.0,0.0
2011-08-14,17.0,0.0
2011-08-21,8.0,0.0
2011-08-28,8.0,0.0
2011-09-04,26.0,0.0
2011-09-11,9.0,0.0
2011-09-18,9.0,0.0
2011-09-25,8.0,0.0
2011-10-02,8.0,0.0
2011-10-09,13.0,0.0
2011-10-16,17.0,0.0
2011-10-23,9.0,0.0
2011-10-30,9.0,0.0
2011-11-06,9.0,0.0
2011-11-13,10.0,0.0
2011-11-20,12.0,0.0
2011-11-27,14.0,0.0
2011-12-04,15.0,0.0
2011-12-11,17.0,0.0
2011-12-18,18.0,0.0
2011-12-25,18.0,0.0
2012-01-01,21.0,0.0
2012-01-08,24.0,0.0
2012-01-15,26.0,0.0
2012-01-22,29.0,0.0
2012-01-29,32.0,0.0
2012-02-05,9.0,0.0
2012-02-12,9.0,0.0
2012-02-19,20.0,0.0
2012-02-26,24.0,0.0
2012-03-04,16.0,0.0
2012-03-11,8.0,0.0
2012-03-18,12.0,0.0
2012-03-25,16.0,0.0
2012-04-01,16.0,0.0
2012-04-08,20.0,0.0
2012-04-15,23.0,0.0
2012-04-22,8.0,0.0
2012-04-29,8.0,0.0
2012-05-06,8.0,0.0
2012-05-13,31.0,0.0
2012-05-20,15.0,0.0
2012-05-27,7.0,0.0
2012-06-03,22.0,0.0
2012-06-10,7.0,0.0
2012-06-17,21.0,0.0
2012-06-24,7.0,0.0
2012-07-01,7.0,0.0
2012-07-08,7.0,0.0
2012-07-15,15.0,0.0
2012-07-22,22.0,0.0
2012-07-29,15.0,0.0
2012-08-05,15.0,0.0
2012-08-12,14.0,0.0
2012-08-19,14.0,0.0
2012-08-26,7.0,0.0
2012-09-02,7.0,0.0
2012-09-09,7.0,0.0
2012-09-16,7.0,0.0
2012-09-23,7.0,0.0
2012-09-30,7.0,0.0
2012-10-07,7.0,0.0
2012-10-14,19.0,0.0
2012-10-21,32.0,0.0
2012-10-28,13.0,0.0
2012-11-04,18.0,0.0
2012-11-11,6.0,0.0
2012-11-18,6.0,0.0
2012-11-25,6.0,0.0
2012-12-02,6.0,0.0
2012-12-09,6.0,0.0
2012-12-16,7.0,0.0
2012-12-23,24.0,0.0
2012-12-30,41.0,0.0
2013-01-06,0.0,0.0
2013-01-13,32.0,0.0
2013-01-20,21.0,0.0
2013-01-27,21.0,0.0
2013-02-03,12.0,0.0
2013-02-10,13.0,0.0
2013-02-17,34.0,0.0
2013-02-24,21.0,0.0
2013-03-03,23.0,0.0
2013-03-10,23.0,0.0
2013-03-17,29.0,0.0
2013-03-24,35.0,0.0
2013-03-31,24.0,0.0
2013-04-07,24.0,0.0
2013-04-14,24.0,0.0
2013-04-21,25.0,0.0
2013-04-28,25.0,0.0
2013-05-05,13.0,0.0
2013-05-12,24.0,0.0
2013-05-19,36.0,0.0
2013-05-26,48.0,0.0
2013-06-02,23.0,0.0
2013-06-09,12.0,0.0
2013-06-16,12.0,0.0
2013-06-23,12.0,0.0
2013-06-30,30.0,0.0
2013-07-07,48.0,0.0
2013-07-14,12.0,0.0
2013-07-21,12.0,0.0
2013-07-28,24.0,0.0
2013-08-04,24.0,0.0
2013-08-11,12.0,0.0
2013-08-18,12.0,0.0
2013-08-25,12.0,0.0
2013-09-01,12.0,0.0
2013-09-08,12.0,0.0
2013-09-15,12.0,0.0
2013-09-22,24.0,0.0
2013-09-29,23.0,0.0
2013-10-06,12.0,0.0
2013-10-13,12.0,0.0
2013-10-20,24.0,0.0
2013-10-27,36.0,0.0
2013-11-03,44.0,0.0
2013-11-10,51.0,0.0
2013-11-17,24.0,0.0
2013-11-24,11.0,0.0
2013-12-01,37.0,0.0
2013-12-08,52.0,0.0
2013-12-15,68.0,0.0
2013-12-22,84.0,0.0
2013-12-29,100.0,0.0
2014-01-05,34.0,0.0
2014-01-12,45.0,0.0
2014-01-19,45.0,0.0
2014-01-26,33.0,0.0
2014-02-02,60.0,0.0
2014-02-09,36.0,0.0
2014-02-16,12.0,0.0
2014-02-23,24.0,0.0
2014-03-02,27.0,0.0
2014-03-09,33.0,0.0
2014-03-16,33.0,0.0
2014-03-23,49.0,0.0
2014-03-30,65.0,0.0
2014-04-06,33.0,0.0
2014-04-13,23.0,0.0
2014-04-20,33.0,0.0
2014-04-27,33.0,0.0
2014-05-04,41.0,0.0
2014-05-11,52.0,0.0
2014-05-18,62.0,0.0
2014-05-25,43.0,0.0
2014-06-01,11.0,0.0
2014-06-08,31.0,0.0
2014-06-15,11.0,0.0
2014-06-22,22.0,0.0
2014-06-29,32.0,0.0
2014-07-06,41.0,0.0
2014-07-13,31.0,0.0
2014-07-20,41.0,0.0
2014-07-27,20.0,0.0
2014-08-03,11.0,0.0
2014-08-10,10.0,0.0
2014-08-17,30.0,0.0
2014-08-24,20.0,0.0
2014-08-31,10.0,0.0
2014-09-07,20.0,0.0
2014-09-14,29.0,0.0
2014-09-21,39.0,0.0
2014-09-28,19.0,0.0
2014-10-05,39.0,0.0
2014-10-12,10.0,0.0
2014-10-19,10.0,0.0
2014-10-26,10.0,0.0
2014-11-02,20.0,0.0
2014-11-09,37.0,0.0
2014-11-16,10.0,0.0
2014-11-23,35.0,0.0
2014-11-30,18.0,0.0
2014-12-07,38.0,0.0
2014-12-14,39.0,0.0
2014-12-21,11.0,0.0
2014-12-28,34.0,0.0
2015-01-04,74.0,0.0
2015-01-11,18.0,0.0
2015-01-18,18.0,0.0
2015-01-25,36.0,0.0
2015-02-01,35.0,0.0
2015-02-08,38.0,0.0
2015-02-15,54.0,0.0
2015-02-22,46.0,0.0
2015-03-01,37.0,0.0
2015-03-08,27.0,0.0
2015-03-15,26.0,0.0
2015-03-22,28.0,0.0
2015-03-29,30.0,0.0
2015-04-05,48.0,0.0
2015-04-12,19.0,0.0
2015-04-19,30.0,0.0
2015-04-26,29.0,0.0
2015-05-03,10.0,0.0
2015-05-10,48.0,0.0
2015-05-17,28.0,0.0
2015-05-24,19.0,0.0
2015-05-31,19.0,0.0
2015-06-07,19.0,0.0
2015-06-14,28.0,0.0
2015-06-21,48.0,0.0
2015-06-28,30.0,0.0
2015-07-05,30.0,0.0
2015-07-12,30.0,0.0
2015-07-19,30.0,0.0
2015-07-26,19.0,0.0
2015-08-02,50.0,0.0
2015-08-09,69.0,0.0
2015-08-16,80.0,0.0
2015-08-23,40.0,0.0
2015-08-30,20.0,0.0
2015-09-06,10.0,0.0
2015-09-13,49.0,0.0
2015-09-20,40.0,0.0
2015-09-27,19.0,0.0
2015-10-04,39.0,0.0
2015-10-11,52.0,0.0
2015-10-18,38.0,0.0
2015-10-25,19.0,0.0
2015-11-01,58.0,0.0
2015-11-08,9.0,0.0
2015-11-15,55.0,0.0
2015-11-22,44.0,0.0
2015-11-29,47.0,0.0
2015-12-06,40.0,0.0
2015-12-13,37.0,0.0
2015-12-20,37.0,0.0
2015-12-27,37.0,0.0
2016-01-03,27.0,0.0
2016-01-10,39.0,0.0
2016-01-17,38.0,0.0
2016-01-24,78.0,0.0
2016-01-31,93.0,0.0
2016-02-07,45.0,0.0
2016-02-14,25.0,0.0
2016-02-21,12.0,0.0
2016-02-28,60.0,0.0
2016-03-06,36.0,0.0
2016-03-13,36.0,0.0
2016-03-20,75.0,0.0
2016-03-27,97.0,0.0
2016-04-03,98.0,0.0
2016-04-10,13.0,0.0
2016-04-17,39.0,0.0
2016-04-24,38.0,0.0
2016-05-01,66.0,0.0
2016-05-08,50.0,0.0
2016-05-15,63.0,0.0
2016-05-22,40.0,0.0
2016-05-29,25.0,0.0
2016-06-05,62.0,0.0
2016-06-12,74.0,0.0
2016-06-19,87.0,0.0
2016-06-26,100.0,0.0
2016-07-03,76.0,0.0
2016-07-10,62.0,0.0
2016-07-17,49.0,0.0
2016-07-24,12.0,0.0
2016-07-31,47.0,0.0
2016-08-07,47.0,0.0
2016-08-14,35.0,0.0
2016-08-21,11.0,0.0
2016-08-28,66.0,0.0
2016-09-04,12.0,0.0
2016-09-11,44.0,0.0
2016-09-18,46.0,0.0
2016-09-25,33.0,0.0
2016-10-02,11.0,0.0
2016-10-09,47.0,0.0
2016-10-16,57.0,0.0
2016-10-23,34.0,0.0
2016-10-30,45.0,0.0
