Date,dor nos ossos,tontura,vomito,aumento do tamanho do baco,aumento do tamanho do figado
2006-05-14,0,0,19,0,0
2006-05-21,0,0,18,0,0
2006-05-28,0,18,18,0,0
2006-06-04,0,19,18,0,0
2006-06-11,0,19,19,0,0
2006-06-18,0,18,18,0,0
2006-06-25,0,23,18,0,0
2006-07-02,0,27,18,0,0
2006-07-09,0,32,18,0,0
2006-07-16,0,37,18,0,0
2006-07-23,0,18,24,0,0
2006-07-30,0,38,30,0,0
2006-08-06,0,33,36,0,0
2006-08-13,0,33,17,0,0
2006-08-20,0,33,17,0,0
2006-08-27,0,18,17,0,0
2006-09-03,0,18,36,0,0
2006-09-10,0,16,16,0,0
2006-09-17,0,16,15,0,0
2006-09-24,0,31,15,0,0
2006-10-01,0,16,15,0,0
2006-10-08,0,17,17,0,0
2006-10-15,0,30,15,0,0
2006-10-22,0,15,15,0,0
2006-10-29,0,15,15,0,0
2006-11-05,0,15,15,0,0
2006-11-12,0,15,14,0,0
2006-11-19,0,14,14,0,0
2006-11-26,0,14,14,0,0
2006-12-03,0,15,14,0,0
2006-12-10,0,15,15,0,0
2006-12-17,0,16,16,0,0
2006-12-24,0,0,17,0,0
2006-12-31,0,0,18,0,0
2007-01-07,3,0,3,0,0
2007-01-14,3,0,2,0,0
2007-01-21,3,0,2,0,0
2007-01-28,6,0,2,0,0
2007-02-04,5,0,1,2,0
2007-02-11,6,0,1,1,0
2007-02-18,2,0,1,1,0
2007-02-25,4,0,1,1,0
2007-03-04,6,0,3,1,0
2007-03-11,2,0,2,1,0
2007-03-18,3,0,3,1,0
2007-03-25,3,0,2,1,0
2007-04-01,3,0,3,1,0
2007-04-08,6,0,3,1,0
2007-04-15,9,0,2,1,0
2007-04-22,6,0,2,0,0
2007-04-29,7,0,4,0,0
2007-05-06,7,0,4,0,0
2007-05-13,6,0,2,0,0
2007-05-20,5,0,2,0,0
2007-05-27,5,0,2,0,0
2007-06-03,6,0,3,0,0
2007-06-10,5,0,4,0,0
2007-06-17,7,0,4,0,0
2007-06-24,6,0,3,0,0
2007-07-01,5,0,3,0,0
2007-07-08,5,0,2,1,0
2007-07-15,4,0,2,1,0
2007-07-22,5,0,1,1,0
2007-07-29,4,0,1,1,0
2007-08-05,4,0,2,1,0
2007-08-12,6,0,1,1,0
2007-08-19,5,0,2,1,0
2007-08-26,6,0,2,1,0
2007-09-02,5,0,3,1,0
2007-09-09,7,0,2,1,0
2007-09-16,2,0,2,1,0
2007-09-23,6,0,3,1,0
2007-09-30,3,0,2,1,0
2007-10-07,3,0,4,1,0
2007-10-14,7,0,3,1,0
2007-10-21,4,0,2,1,0
2007-10-28,5,0,2,1,0
2007-11-04,1,0,4,1,0
2007-11-11,4,0,1,1,0
2007-11-18,6,0,3,1,0
2007-11-25,2,0,2,1,0
2007-12-02,5,0,1,1,0
2007-12-09,4,0,2,1,0
2007-12-16,7,0,2,1,0
2007-12-23,4,0,1,1,0
2007-12-30,4,0,1,1,0
2008-01-06,31,0,2,1,0
2008-01-13,57,0,2,2,0
2008-01-20,38,0,2,2,0
2008-01-27,28,0,1,1,0
2008-02-03,12,0,1,1,0
2008-02-10,6,0,1,2,0
2008-02-17,7,0,2,3,0
2008-02-24,8,0,2,1,0
2008-03-02,10,0,3,1,0
2008-03-09,7,0,2,1,0
2008-03-16,6,0,2,1,0
2008-03-23,13,0,3,1,0
2008-03-30,8,0,1,1,0
2008-04-06,10,0,2,1,0
2008-04-13,10,0,4,1,0
2008-04-20,6,0,2,1,0
2008-04-27,5,0,1,1,0
2008-05-04,7,0,2,2,0
2008-05-11,6,0,2,2,0
2008-05-18,6,0,2,2,0
2008-05-25,5,0,2,3,0
2008-06-01,4,0,1,1,0
2008-06-08,6,0,2,1,0
2008-06-15,6,0,2,1,0
2008-06-22,5,0,2,1,0
2008-06-29,5,0,3,1,0
2008-07-06,5,0,3,1,0
2008-07-13,6,0,2,1,0
2008-07-20,3,0,1,1,0
2008-07-27,5,0,4,1,0
2008-08-03,4,0,1,1,0
2008-08-10,5,0,2,1,0
2008-08-17,5,0,2,1,0
2008-08-24,4,0,1,1,0
2008-08-31,4,0,2,1,0
2008-09-07,5,0,3,1,0
2008-09-14,4,0,2,1,0
2008-09-21,3,0,1,1,0
2008-09-28,4,0,1,1,0
2008-10-05,3,0,1,2,0
2008-10-12,3,0,2,1,0
2008-10-19,5,0,3,1,0
2008-10-26,4,0,3,1,0
2008-11-02,6,0,2,1,0
2008-11-09,4,0,3,1,0
2008-11-16,4,0,2,1,0
2008-11-23,5,0,4,1,0
2008-11-30,4,0,3,2,0
2008-12-07,12,0,1,1,0
2008-12-14,10,0,2,1,0
2008-12-21,7,0,2,1,0
2008-12-28,7,0,2,1,0
2009-01-04,19,0,1,1,0
2009-01-11,42,0,1,1,0
2009-01-18,44,0,1,1,0
2009-01-25,35,0,1,1,0
2009-02-01,17,0,2,1,0
2009-02-08,15,0,1,1,0
2009-02-15,13,0,2,1,0
2009-02-22,11,0,1,1,0
2009-03-01,9,0,1,1,0
2009-03-08,8,0,2,1,0
2009-03-15,13,0,1,1,0
2009-03-22,14,0,2,2,0
2009-03-29,48,0,1,1,0
2009-04-05,41,0,2,1,0
2009-04-12,55,0,2,1,0
2009-04-19,31,0,2,1,0
2009-04-26,100,0,5,1,0
2009-05-03,79,0,2,1,0
2009-05-10,44,0,2,1,0
2009-05-17,26,0,2,1,0
2009-05-24,19,0,2,1,0
2009-05-31,12,0,1,1,0
2009-06-07,8,0,3,1,0
2009-06-14,8,0,2,2,0
2009-06-21,7,0,3,1,0
2009-06-28,8,0,2,1,0
2009-07-05,8,0,2,1,0
2009-07-12,7,0,2,1,0
2009-07-19,9,0,2,1,0
2009-07-26,6,0,1,1,0
2009-08-02,10,0,2,1,0
2009-08-09,7,0,1,1,0
2009-08-16,5,0,2,1,0
2009-08-23,5,0,2,1,0
2009-08-30,6,0,1,1,0
2009-09-06,7,0,2,1,0
2009-09-13,6,0,1,1,0
2009-09-20,4,0,2,1,0
2009-09-27,6,0,2,1,0
2009-10-04,7,0,1,1,0
2009-10-11,4,0,4,1,0
2009-10-18,3,0,2,1,0
2009-10-25,4,0,3,1,0
2009-11-01,4,0,2,1,0
2009-11-08,7,0,4,1,0
2009-11-15,4,0,1,2,0
2009-11-22,4,0,2,1,0
2009-11-29,4,0,2,1,0
2009-12-06,3,0,3,2,0
2009-12-13,5,0,2,1,0
2009-12-20,6,0,3,1,0
2009-12-27,5,0,4,1,0
2010-01-03,31,0,23,0,0
2010-01-10,27,0,23,11,0
2010-01-17,65,0,17,34,0
2010-01-24,53,0,11,12,0
2010-01-31,45,0,25,12,0
2010-02-07,52,0,72,12,0
2010-02-14,74,0,22,13,0
2010-02-21,55,0,11,11,0
2010-02-28,100,0,25,11,0
2010-03-07,77,0,28,10,0
2010-03-14,90,0,24,10,0
2010-03-21,65,0,41,10,0
2010-03-28,78,0,22,10,0
2010-04-04,69,0,38,10,0
2010-04-11,95,0,20,10,0
2010-04-18,89,0,15,10,0
2010-04-25,97,0,17,11,0
2010-05-02,100,0,21,11,0
2010-05-09,92,0,32,22,0
2010-05-16,59,0,31,10,0
2010-05-23,34,0,21,12,0
2010-05-30,52,0,30,14,0
2010-06-06,36,0,36,16,0
2010-06-13,60,0,25,11,0
2010-06-20,74,0,25,11,0
2010-06-27,46,0,32,11,0
2010-07-04,65,0,16,11,0
2010-07-11,58,0,15,11,0
2010-07-18,28,0,15,16,0
2010-07-25,71,0,16,11,0
2010-08-01,51,0,16,11,0
2010-08-08,32,0,16,13,0
2010-08-15,46,0,21,15,0
2010-08-22,61,0,24,18,0
2010-08-29,54,0,13,20,0
2010-09-05,83,0,26,11,0
2010-09-12,71,0,14,11,0
2010-09-19,59,0,11,10,0
2010-09-26,68,0,10,10,0
2010-10-03,79,0,26,10,0
2010-10-10,54,0,11,10,0
2010-10-17,41,0,17,10,0
2010-10-24,99,0,14,10,0
2010-10-31,55,0,17,10,0
2010-11-07,70,0,21,10,0
2010-11-14,55,0,49,10,0
2010-11-21,99,0,10,10,0
2010-11-28,56,0,21,21,0
2010-12-05,73,0,44,11,0
2010-12-12,29,0,28,11,0
2010-12-19,55,0,13,12,0
2010-12-26,40,0,18,12,0
2011-01-02,65,0,11,4,0
2011-01-09,64,0,9,7,0
2011-01-16,51,0,11,10,0
2011-01-23,55,0,6,3,0
2011-01-30,56,0,14,3,0
2011-02-06,42,0,6,5,0
2011-02-13,53,0,7,3,0
2011-02-20,63,0,10,5,0
2011-02-27,64,0,14,5,0
2011-03-06,57,0,5,7,0
2011-03-13,53,0,7,6,0
2011-03-20,71,0,11,4,0
2011-03-27,71,0,9,4,0
2011-04-03,56,0,11,3,0
2011-04-10,75,0,13,4,0
2011-04-17,66,0,16,5,0
2011-04-24,64,0,11,5,0
2011-05-01,66,0,5,4,0
2011-05-08,66,0,19,8,0
2011-05-15,73,0,14,5,0
2011-05-22,65,0,16,6,0
2011-05-29,58,0,12,3,0
2011-06-05,50,0,10,10,0
2011-06-12,63,0,11,3,0
2011-06-19,75,0,8,6,0
2011-06-26,59,0,6,5,0
2011-07-03,55,0,4,5,0
2011-07-10,60,0,11,7,0
2011-07-17,46,0,6,9,0
2011-07-24,49,0,6,3,0
2011-07-31,39,0,7,7,0
2011-08-07,56,0,13,4,0
2011-08-14,56,0,10,9,0
2011-08-21,44,0,9,2,0
2011-08-28,59,0,10,5,0
2011-09-04,48,0,4,3,0
2011-09-11,53,0,6,2,0
2011-09-18,47,0,8,12,0
2011-09-25,66,0,9,4,0
2011-10-02,52,0,5,4,0
2011-10-09,56,0,7,4,0
2011-10-16,56,0,10,4,0
2011-10-23,53,0,8,2,0
2011-10-30,58,0,7,5,0
2011-11-06,62,0,10,5,0
2011-11-13,43,0,7,5,0
2011-11-20,47,0,15,5,0
2011-11-27,60,0,9,4,0
2011-12-04,50,0,7,5,0
2011-12-11,46,0,6,2,0
2011-12-18,46,0,4,4,0
2011-12-25,37,0,6,3,0
2012-01-01,62,0,4,4,0
2012-01-08,50,0,12,7,0
2012-01-15,49,0,6,2,0
2012-01-22,48,0,3,2,0
2012-01-29,36,0,9,5,0
2012-02-05,38,0,6,7,0
2012-02-12,53,0,7,3,0
2012-02-19,52,0,8,5,0
2012-02-26,50,0,6,5,0
2012-03-04,55,0,11,4,0
2012-03-11,49,0,9,4,0
2012-03-18,59,0,7,5,0
2012-03-25,71,0,7,2,0
2012-04-01,67,0,6,3,0
2012-04-08,53,0,5,6,0
2012-04-15,57,0,7,3,0
2012-04-22,53,0,6,11,0
2012-04-29,72,0,9,4,0
2012-05-06,79,0,4,3,0
2012-05-13,63,0,2,2,0
2012-05-20,70,0,6,6,0
2012-05-27,67,0,6,9,0
2012-06-03,45,0,5,4,0
2012-06-10,75,0,5,2,0
2012-06-17,83,0,6,3,0
2012-06-24,85,0,6,4,0
2012-07-01,79,0,7,7,0
2012-07-08,78,0,5,3,0
2012-07-15,68,0,6,4,0
2012-07-22,65,0,3,6,0
2012-07-29,64,0,8,3,0
2012-08-05,63,0,5,4,0
2012-08-12,59,0,4,4,0
2012-08-19,74,0,4,6,0
2012-08-26,69,0,2,5,0
2012-09-02,71,0,6,6,0
2012-09-09,57,0,5,3,0
2012-09-16,49,0,12,2,0
2012-09-23,60,0,6,2,0
2012-09-30,59,0,4,5,0
2012-10-07,51,0,3,3,0
2012-10-14,68,0,5,4,0
2012-10-21,54,0,6,7,0
2012-10-28,58,0,5,4,0
2012-11-04,61,0,4,6,0
2012-11-11,54,0,6,3,0
2012-11-18,71,0,5,2,0
2012-11-25,53,0,6,4,0
2012-12-02,49,0,4,4,0
2012-12-09,53,0,5,4,0
2012-12-16,47,0,5,2,0
2012-12-23,53,0,5,4,0
2012-12-30,40,0,6,4,0
2013-01-06,50,0,1,3,0
2013-01-13,43,0,1,3,0
2013-01-20,44,0,4,3,0
2013-01-27,34,0,2,3,0
2013-02-03,40,0,3,5,0
2013-02-10,46,0,3,3,0
2013-02-17,50,0,3,3,0
2013-02-24,37,0,2,2,0
2013-03-03,49,0,1,3,0
2013-03-10,45,0,2,3,0
2013-03-17,43,0,4,3,0
2013-03-24,46,0,3,2,0
2013-03-31,47,0,5,2,0
2013-04-07,44,0,2,3,0
2013-04-14,60,0,2,4,0
2013-04-21,46,0,2,2,0
2013-04-28,50,0,5,2,0
2013-05-05,46,0,3,3,0
2013-05-12,46,0,3,2,0
2013-05-19,49,0,2,1,0
2013-05-26,41,0,2,2,0
2013-06-02,36,0,3,2,0
2013-06-09,45,0,3,3,0
2013-06-16,45,0,3,3,0
2013-06-23,46,0,2,1,0
2013-06-30,61,0,4,2,0
2013-07-07,48,0,2,2,0
2013-07-14,53,0,1,2,0
2013-07-21,47,0,1,2,0
2013-07-28,52,0,1,1,0
2013-08-04,49,0,3,3,0
2013-08-11,51,0,3,1,0
2013-08-18,49,0,2,3,0
2013-08-25,50,0,2,2,0
2013-09-01,43,0,2,2,0
2013-09-08,48,0,3,1,0
2013-09-15,56,0,2,2,0
2013-09-22,36,0,1,2,0
2013-09-29,48,0,1,2,0
2013-10-06,46,0,3,4,0
2013-10-13,43,0,3,1,0
2013-10-20,47,0,3,2,0
2013-10-27,47,0,2,4,0
2013-11-03,49,0,3,4,0
2013-11-10,64,0,2,3,0
2013-11-17,53,0,1,2,0
2013-11-24,47,0,6,3,0
2013-12-01,43,0,3,2,0
2013-12-08,45,0,2,3,0
2013-12-15,43,0,5,4,0
2013-12-22,57,0,2,2,0
2013-12-29,51,0,2,5,0
2014-01-05,56,0,3,2,0
2014-01-12,53,0,3,3,0
2014-01-19,47,0,3,2,0
2014-01-26,42,0,2,3,0
2014-02-02,47,0,2,3,0
2014-02-09,45,0,2,2,0
2014-02-16,43,0,3,2,0
2014-02-23,41,0,2,3,0
2014-03-02,59,0,3,2,0
2014-03-09,56,0,4,1,0
2014-03-16,46,0,3,4,0
2014-03-23,54,0,1,2,0
2014-03-30,52,0,2,4,0
2014-04-06,55,0,2,4,0
2014-04-13,53,0,1,2,0
2014-04-20,57,0,2,3,0
2014-04-27,68,0,3,3,0
2014-05-04,58,0,2,2,0
2014-05-11,54,0,2,1,0
2014-05-18,52,0,2,3,0
2014-05-25,48,0,1,3,0
2014-06-01,56,0,4,2,0
2014-06-08,48,0,2,3,0
2014-06-15,52,0,1,2,0
2014-06-22,60,0,1,3,0
2014-06-29,56,0,2,2,0
2014-07-06,60,0,1,3,0
2014-07-13,56,0,2,5,0
2014-07-20,55,0,1,2,0
2014-07-27,55,0,5,2,0
2014-08-03,49,0,3,4,0
2014-08-10,67,0,1,2,0
2014-08-17,71,0,2,3,0
2014-08-24,49,0,3,5,0
2014-08-31,57,0,2,6,0
2014-09-07,49,0,3,5,0
2014-09-14,67,0,2,3,0
2014-09-21,64,0,2,3,0
2014-09-28,55,0,2,5,0
2014-10-05,60,0,4,3,0
2014-10-12,59,0,2,4,0
2014-10-19,65,0,1,4,0
2014-10-26,64,0,3,3,0
2014-11-02,70,0,3,3,0
2014-11-09,60,0,2,3,0
2014-11-16,60,0,3,4,0
2014-11-23,53,0,2,5,0
2014-11-30,52,0,1,2,0
2014-12-07,54,0,3,3,0
2014-12-14,62,0,2,2,0
2014-12-21,54,0,1,3,0
2014-12-28,50,0,1,5,0
2015-01-04,55,0,3,2,0
2015-01-11,55,0,4,6,0
2015-01-18,49,0,3,2,0
2015-01-25,50,0,3,2,0
2015-02-01,43,0,2,2,0
2015-02-08,65,0,2,3,0
2015-02-15,69,0,2,5,0
2015-02-22,58,0,1,1,0
2015-03-01,64,0,2,2,0
2015-03-08,60,0,2,2,0
2015-03-15,61,0,4,4,0
2015-03-22,78,0,3,2,0
2015-03-29,70,0,2,4,0
2015-04-05,77,0,2,2,0
2015-04-12,84,0,3,5,0
2015-04-19,80,0,2,3,0
2015-04-26,75,0,1,4,0
2015-05-03,70,0,3,4,0
2015-05-10,77,0,2,3,0
2015-05-17,94,0,2,5,0
2015-05-24,80,0,1,4,0
2015-05-31,66,0,2,4,0
2015-06-07,80,0,3,2,0
2015-06-14,75,0,4,4,0
2015-06-21,80,0,1,4,0
2015-06-28,86,0,3,3,0
2015-07-05,83,0,2,3,0
2015-07-12,88,0,3,5,0
2015-07-19,96,0,2,3,0
2015-07-26,73,0,1,3,0
2015-08-02,86,0,2,4,0
2015-08-09,76,0,2,4,0
2015-08-16,71,0,2,2,0
2015-08-23,69,0,3,4,0
2015-08-30,66,0,1,3,0
2015-09-06,73,0,1,3,0
2015-09-13,71,0,3,4,0
2015-09-20,67,0,1,5,0
2015-09-27,71,0,2,5,0
2015-10-04,69,0,2,4,0
2015-10-11,67,0,2,4,0
2015-10-18,76,0,2,5,0
2015-10-25,66,0,3,2,0
2015-11-01,63,0,3,4,0
2015-11-08,77,0,2,4,0
2015-11-15,56,0,2,4,0
2015-11-22,71,0,2,1,0
2015-11-29,75,0,2,3,0
2015-12-06,76,0,3,4,0
2015-12-13,64,0,1,2,0
2015-12-20,73,0,3,6,0
2015-12-27,100,0,1,3,0
2016-01-03,66,0,0,3,0
2016-01-10,59,0,2,5,0
2016-01-17,59,0,2,2,0
2016-01-24,65,0,2,3,0
2016-01-31,58,0,3,3,0
2016-02-07,70,0,2,3,0
2016-02-14,65,0,1,4,0
2016-02-21,71,0,2,3,0
2016-02-28,69,0,2,3,0
2016-03-06,80,0,1,3,0
2016-03-13,78,0,2,3,0
2016-03-20,56,0,1,3,0
2016-03-27,76,0,3,3,0
2016-04-03,99,0,2,5,0
2016-04-10,100,0,1,3,0
2016-04-17,94,0,1,2,0
2016-04-24,76,0,1,2,0
2016-05-01,76,0,1,5,0
2016-05-08,86,0,1,4,0
2016-05-15,79,0,1,2,0
2016-05-22,74,0,1,4,0
2016-05-29,58,0,1,3,0
2016-06-05,43,0,1,3,0
2016-06-12,47,0,1,2,0
2016-06-19,51,0,1,3,0
2016-06-26,58,0,1,2,0
2016-07-03,57,0,2,1,0
2016-07-10,55,0,2,3,0
2016-07-17,52,0,1,1,0
2016-07-24,55,0,1,1,0
2016-07-31,57,0,1,4,0
2016-08-07,62,0,2,4,0
2016-08-14,59,0,1,4,0
2016-08-21,58,0,3,2,0
2016-08-28,60,0,2,4,0
2016-09-04,56,0,2,2,0
2016-09-11,58,0,1,2,0
2016-09-18,63,0,1,2,0
2016-09-25,59,0,1,2,0
2016-10-02,56,0,2,1,0
2016-10-09,63,0,1,4,0
2016-10-16,57,0,2,4,0
2016-10-23,59,0,1,3,0
2016-10-30,58,0,1,4,0
2016-11-06,65,0,1,2,0
2016-11-13,62,0,3,5,0
2016-11-20,60,0,2,4,0
